nombre,clasificac,ubicacion,barrio,comuna,area,perimeter,Score,Reviews,Descripcion,Direccion,CLASE
,PLAZA,"BARROS PAZOS, JOSE - PERGAMINO - CHILAVERT, MARTINIANO, CNEL. - ACOSTA, MARIANO",VILLA SOLDATI,8.0,6342.99,0.0,,,,,
,PLAZOLETA,ARGENTINA AV 6680 - HUBAC -  GUAMINI,VILLA LUGANO,8.0,764.112,107.207,,,,,
,PLAZOLETA,RIESTRA AV 6281 - DELLEPIANE TTE GRAL LUIS AV,VILLA LUGANO,8.0,16.707,0.0,,,,,
,PLAZOLETA,VALPARAISO 3700 - VERACRUZ - LACARRA AV,VILLA SOLDATI,8.0,571.884,0.0,,,,,
,CANTERO CENTRAL,"RIESTRA - PORTELLA - JANER, ANA MARIA - ACOSTA MARIANO",VILLA SOLDATI,8.0,622.586,10.0,,,,,
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,153.37,157.033,,,,,
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,243.977,240.679,,,,,
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,238.366,240.861,,,,,
,PLAZOLETA,ECHEANDIA 6650,VILLA LUGANO,8.0,325.894,0.0,,,,,
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,3822.345,1128.028,,,,,
,PLAZOLETA,RODO JOSE E - FERNANDEZ,PARQUE AVELLANEDA,9.0,168.0,0.0,,,,,
,PLAZOLETA,ZINNY 1301 - MONTE,PARQUE AVELLANEDA,9.0,547.08,10.0,,,,,
,PLAZOLETA,MORETO 801 - PITAGORAS,PARQUE AVELLANEDA,9.0,201.52,0.0,,,,,
,PLAZOLETA,CAJARAVILLA 4681,VILLA LURO,10.0,644.5409999999998,0.0,,,,,
,PLAZOLETA,JUAN B JUSTO - GANA,LINIERS,9.0,43.541,0.0,,,,,
,PLAZOLETA,NOGOYA - IRIGOYEN,,0.0,218.798,68.768,,,,,
,PLAZOLETA,CHIVILCOY AV 101 - YERBAL - BAHIA BLANCA,FLORESTA,10.0,1918.771,0.0,,,,,
,PLAZOLETA,ALVAREZ JONTE AV - MIRANDA - LAMARCA EMILIO,VILLA DEL PARQUE,11.0,117.996,0.0,,,,,
,PLAZOLETA,RICARDO GUTIERREZ 3202,VILLA DEL PARQUE,11.0,264.591,0.0,,,,,
,PLAZOLETA,RICARDO GUTIERREZ 3201,VILLA DEL PARQUE,11.0,114.632,0.0,,,,,
,PLAZOLETA,GUTENBERG 3702 - VIAS DEL FERROCARRIL GENERAL URQUIZA ENTRE FERNANDEZ DE ENCISO Y HABANA,VILLA DEVOTO,11.0,1201.957,0.0,,,,,
,PLAZOLETA,MELINCUE 3001 - VIAS DEL FFCC,VILLA DEL PARQUE,11.0,738.415,0.0,,,,,
,PLAZOLETA,MANZANARES (PROYECCION IMAGINARIA) ENTRE VALDENEGRO Y MILLER,SAAVEDRA,12.0,416.691,302.463,,,,,
,PLAZA,NAZCA AV - CURUPAYTI - VIAS DEL FFCC SAN MARTIN - DEL FOMENTISTA,VILLA PUEYRREDON,11.0,7629.055,0.0,,,,,
,PLAZOLETA,CURUPAYTI - DEL FOMENTISTA - VIAS DEL FFCC SAN MARTIN - COLECTORA GRAL PAZ,VILLA PUEYRREDON,12.0,5492.089,0.0,,,,,
,PLAZOLETA,ROOSEVELT FRANKLIN - PLAZA - VIAS DEL FFCC MITRE SUAREZ,VILLA URQUIZA,12.0,153.529,0.0,,,,,
,PLAZOLETA,QUESADA - PLAZA - SAN FRANCISCO DE ASIS,VILLA URQUIZA,12.0,898.98,171.995,,,,,
,PLAZOLETA,HOLMBERG ENTRE RIVERA PEDRO DR Y NAHUEL HUAPI,VILLA URQUIZA,12.0,147.118,0.0,,,,,
,PLAZOLETA,HOLMBERG Y RIVERA PEDRO DR,VILLA URQUIZA,12.0,175.217,0.0,,,,,
,PLAZOLETA,HOLMBERG ENTRE ROOSEVELT Y RIVERA PEDRO DR,VILLA URQUIZA,12.0,90.741,0.0,,,,,
,PLAZOLETA,,VILLA URQUIZA,12.0,133.37,0.0,,,,,
,PLAZOLETA,,VILLA URQUIZA,12.0,270.974,0.0,,,,,
,PLAZOLETA,HOLMBERG ENTRE OLAZABAL AV Y BLANCO ENCALADA,VILLA URQUIZA,12.0,0.0,0.0,,,,,
,PLAZOLETA,HOLMBERG - LE BRETON TOMAS,VILLA URQUIZA,12.0,79.23899999999998,35.34900000000001,,,,,
,PLAZOLETA,,VILLA URQUIZA,12.0,941.22,0.0,,,,,
,PLAZOLETA,"ARENAL, CONCEPCION - ENTRE CONESA Y CRAMER",COLEGIALES,13.0,514.061,103.934,,,,,
,PLAZOLETA,"ARENAL, CONCEPCION - CRAMER",COLEGIALES,13.0,510.458,111.776,,,,,
,PLAZOLETA,ALVAREZ THOMAS AV - SANTOS DUMONT,COLEGIALES,13.0,543.71,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,4391.644,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,547.245,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,294.718,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,143.88,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,253.68,0.0,,,,,
,PLAZOLETA,"SALGUERO, JERONIMO ENTRE AUTOPISTA DR. A.  U. ILLIA Y OBLIGADO, RAFAEL, AV. COSTANERA",RECOLETA,2.0,1700.1729999999998,477.265,,,,,
,PLAZOLETA,DEL LIBERTADOR AV - KENNEDY JOHN FITZGERALD,PALERMO,14.0,257.902,0.0,,,,,
,PLAZOLETA,DORREGO AV 3500 - DEL LIBERTADOR AV,PALERMO,14.0,511.263,0.0,,,,,
,JARDIN,FIGUEROA ALCORTA AV 3670,PALERMO,14.0,156.78,0.0,,,,,
,CANTERO CENTRAL,AREVALO - NICARAGUA,PALERMO,14.0,127.71,0.0,,,,,
,PLAZOLETA,GUTENBERG 350,PATERNAL,15.0,212.445,0.0,,,,,
,PLAZOLETA,FIZ ROY 100,VILLA CRESPO,15.0,2.928,0.0,,,,,
,PLAZOLETA,PAZ SOLDAN 5197,PATERNAL,15.0,100.528,0.0,,,,,
,PATIO,ESTOMBA 307,VILLA ORTUZAR,15.0,104.451,0.0,,,,,
,PLAZOLETA,SCAPINO RODOLFO - PAZ GRAL AV - SUAREZ JOSE LEON,VILLA LUGANO,8.0,3380.601,0.0,,,,,
,CANTERO CENTRAL,LARRAZABAL AV ENTRE PATRON Y ACASSUSO,LINIERS,9.0,340.227,237.145,,,,,
,CANTERO CENTRAL,LARRAZABAL AV ENTRE ACASSUSO Y ERCILLA,LINIERS,9.0,350.899,244.832,,,,,
,CANTERO CENTRAL,LARRAZABAL AV ENTRE ERCILLA Y ULRICO SCHMIDL,LINIERS,9.0,329.218,245.401,,,,,
,CANTERO CENTRAL,LARRAZABAL AV ENTRE ULRICO SCHMIDL Y ACONCAGUA,LINIERS,9.0,98.869,88.47399999999998,,,,,
,CANTERO CENTRAL,LARRAZABAL AV ENTRE ACONCAGUA Y CASTRO EMILIO AV,LINIERS,9.0,75.953,70.402,,,,,
,PLAZOLETA,BRASIL Y AUTOPISTA BUENOS AIRES - LA PLATA,BOCA,4.0,70.423,2.0,,,,,
,PLAZOLETA,SUMACA ITATI - CORBETA BELFAST - SUMACA SANTISIMA TRINIDAD,VILLA LUGANO,8.0,564.161,123.32,,,,,
,PLAZOLETA,BERGANTIN NANCY ENTRE GOLETA MALDONADO Y SUMACA ITATI,,0.0,567.443,143.722,,,,,
,PLAZOLETA,BERGANTIN NANCY ENTRE GOLETA MALDONADO Y SUMACA ITATI,,0.0,636.672,155.392,,,,,
,PLAZOLETA,BERGANTIN GENERAL BELGRANO - CAÑONERA AMERICA - CAFAYATE - AV FERNANDEZ DE LA CRUZ GRAL,VILLA LUGANO,8.0,2735.671,1210.37,,,,,
,PLAZOLETA,CAFAYATE AV - BERGANTIN GENERAL BELGRANO - CAÑONERA AMERICA - FRAGATA 25 DE MAYO,,0.0,4691.384,1394.215,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE AV - FRAGATA 25 DE MAYO - CAÑONERA AMERICA - BERGANTIN GENERAL BELGRANO,,0.0,1067.996,431.405,,,,,
,PLAZOLETA,FRAGATA 25 DE MAYO - BERGANTIN GENERAL BALCARCE - CAFAYATE,VILLA LUGANO,8.0,1821.169,0.0,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE - BERGANTIN GENERAL BALCARCE - CAÑONERA AMERICA,VILLA LUGANO,8.0,1474.805,0.0,,,,,
,PLAZOLETA,CARMEN BALANDRA - SUMACA SANTISIMA TRINIDAD - BERGANTIN GENERAL BALCARCE,VILLA LUGANO,8.0,1368.4160000000004,0.0,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE AV - GOLETA SARANDI - SUMACA SANTISIMA TRINIDAD - CARMEN BALANDRA,VILLA LUGANO,8.0,2049.424,0.0,,,,,
,PLAZOLETA,CAFAYATE - FALUCHO SAN LUIS - BERGANTIN GENERAL BALCARCE - BERGANTIN ECHAGUE,VILLA LUGANO,8.0,1151.1760000000004,0.0,,,,,
,PLAZOLETA,CAFAYATE AV - BERGANTIN ECHAGUE - FALUCHO SAN LUIS - GOLETA SARANDI,VILLA LUGANO,8.0,1204.583,0.0,,,,,
,PLAZOLETA,FALUCHO SAN LUIS - GOLETA SARANDI -BERGANTIN GENERAL BALCARCE - SUMACA SANTISIMA TRINIDAD,VILLA LUGANO,8.0,1498.451,0.0,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE AV - GOLETA SARANDI - CORBETA AGREABLE - BERGANTIN CONGRESO NACIONAL,VILLA LUGANO,8.0,1030.657,0.0,,,,,
,PLAZOLETA,GOLETA SARANDI - SUMACA SANTISIMA TRINIDAD - GOLETA MALDONADO - GOLETA AGREABLE,VILLA LUGANO,8.0,2291.949,0.0,,,,,
,PLAZOLETA,SUMACA SANTISIMA TRINIDAD - GOLETA MALDONADO - GOLETA AGREABLE - LISANDRO DE LA TORRE AV - BERGANTIN VIGILANTE,VILLA LUGANO,8.0,2407.186,0.0,,,,,
,PLAZOLETA,BERGANTIN CONGRESO NACIONAL - GOLETA AGREABLE - GOLETA MALDONADO - LISANDRO DE LA TORRE AV -,VILLA LUGANO,8.0,1096.939,0.0,,,,,
,PLAZOLETA,SUMACA ITATI - CORBETA BELFAST - GOLETA FORTUNA - CAFAYATE,VILLA LUGANO,8.0,2438.518,0.0,,,,,
,PLAZOLETA,BERGANTIN NANCY - GOLETA INVENCIBLE - CAFAYATE AV,VILLA LUGANO,8.0,560.8290000000002,0.0,,,,,
,PLAZOLETA,BERGANTIN NANCY - GOLETA INVENCIBLE - CAFAYATE AV - GOLETA MALDONADO,VILLA LUGANO,8.0,873.6080000000002,0.0,,,,,
,PLAZOLETA,BERGANTIN NANCY - GOLETA MALDONADO - SUMACA SANTISIMA TRINIDAD - SUMACA ITATI,VILLA LUGANO,8.0,869.73,0.0,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE AV - BERON DE ASTRADA - SUMACA SANTISIMA TRINIDAD - GOLETA JULIET - CORBETA BELFAST - GOLETA FORTUNA,VILLA LUGANO,8.0,3029.732,0.0,,,,,
,PLAZOLETA,SUMACA SANTISIMA TRINIDAD - GOLETA JULIET - CAFAYATE AV - BERON DE ASTRADA,VILLA LUGANO,8.0,1751.947,0.0,,,,,
,PLAZOLETA,CORBETA BELFAST - GOLETA FORTUNA - SUMACA SANTISIMA TRINIDAD - GOLETA JULIET,VILLA LUGANO,8.0,872.7819999999998,0.0,,,,,
,PLAZOLETA,CAFAYATE AV - GOLETA FORTUNA - SUMACA SANTISIMA TRINIDAD - GOLETA JULIET,VILLA LUGANO,8.0,1874.467,0.0,,,,,
,PLAZA,ANTEZANA - ROJAS - SAN MARTIN AV,VILLA CRESPO,15.0,1942.932,481.879,,,,,
,PLAZOLETA,"LAFUENTE ENTRE JANER, ANA MARIA Y BARROS PAZOS, JOSE",VILLA SOLDATI,8.0,296.398,233.621,,,,,
,PLAZOLETA,"JANER, ANA MARIA ENTRE LAFUENTE Y PORTELA",VILLA SOLDATI,8.0,315.33,361.562,,,,,
,PLAZOLETA,"JANER, ANA MARIA - LAFUENTE - ACOSTA, MARIANO",VILLA SOLDATI,8.0,256.009,309.584,,,,,
,CANTERO CENTRAL,SAN PEDRITO AV ENTRE BERON DE ASTRADA Y RABANAL FRANCISCO INTENDENTE AV,VILLA SOLDATI,8.0,180.024,0.0,,,,,
,CANTERO CENTRAL,SAN PEDRITO AV ENTRE BERON DE ASTRADA Y FERRE,VILLA SOLDATI,8.0,144.46200000000005,0.0,,,,,
,CANTERO CENTRAL,SAN PEDRITO AV ENTRE FERRE Y TROXLER JULIO,VILLA SOLDATI,8.0,198.428,0.0,,,,,
,PLAZOLETA,"MOREAU DE JUSTO, ALICIA - GORRITI, JUANA MANUELA - ALTURA PUENTE DE LA MUJER",PUERTO MADERO,1.0,2346.402,0.0,,,,,
,PLAZOLETA,"GORRITI, JUANA MANUELA Y VILLAFLOR, AZUCENA",PUERTO MADERO,1.0,135.123,116.73,,,,,
,PLAZOLETA,"MOREAU DE JUSTO, ALICIA - VILLAFLOR, AZUCENA - GORRITI, JUANA MANUELA",PUERTO MADERO,1.0,999.595,208.756,,,,,
,PLAZOLETA,"MOREAU DE JUSTO, ALICIA - VILLAFLOR, AZUCENA - GORRITI, JUANA MANUELA",PUERTO MADERO,1.0,1482.985,321.978,,,,,
,PLAZOLETA,"YRIGOYEN, HIPOLITO (PROYECCION IMAGINARIA) - MOREAU DE JUSTO, ALICIA - GORRITI, JUANA MANUELA",PUERTO MADERO,1.0,89.97,99.0,,,,,
,PLAZOLETA,"YRIGOYEN, HIPOLITO (PROYECCION IMAGINARIA) - MOREAU DE JUSTO, ALICIA - GORRITI, JUANA MANUELA",PUERTO MADERO,1.0,58.121,2.0,,,,,
,PLAZOLETA,"YRIGOYEN, HIPOLITO (PROYECCION IMAGINARIA) - MOREAU DE JUSTO, ALICIA - GORRITI, JUANA MANUELA",PUERTO MADERO,1.0,67.395,96.0,,,,,
,PLAZOLETA,GRIERSON CECILIA ENTRE MOREAU DE JUSTO ALICIA AV Y DIQUE,PUERTO MADERO,1.0,3122.568,0.0,,,,,
,PLAZOLETA,"CALLE 4 (NO OFICIAL) ENTRE PERETTE, CARLOS H. Y VIAS FERROCARRIL SAN MARTIN",RETIRO,1.0,866.335,186.533,,,,,
,PLAZOLETA,"CALLE 4 (NO OFICIAL) ENTRE PERETTE, CARLOS H. Y VIAS FERROCARRIL SAN MARTIN",RETIRO,1.0,174.412,66.211,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,314.79,62.902,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,120.892,62.96,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,296.482,169.727,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,652.06,125.001,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,129.829,51.652,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,86.705,52.146,,,,,
,PLAZOLETA,"DELLA PAOLERA, CARLOS M. - ALEM, LEANDRO N. - BUTTY, E., ING. - MADERO, EDUARDO",RETIRO,1.0,751.738,133.909,,,,,
,PLAZOLETA,"VERA PEÑALOZA, ROSARIO ENTRE MOREAU DE JUSTO, ALICIA Y GORRITI JUANA MANUELA",PUERTO MADERO,1.0,1832.688,395.304,,,,,
,PLAZOLETA,"VERA PEÑALOZA, ROSARIO ENTRE MOREAU DE JUSTO, ALICIA Y GORRITI JUANA MANUELA",PUERTO MADERO,1.0,682.822,230.324,,,,,
,PLAZOLETA,"VERA PEÑALOZA, ROSARIO ENTRE MOREAU DE JUSTO, ALICIA Y GORRITI JUANA MANUELA",PUERTO MADERO,1.0,135.808,79.518,,,,,
,PLAZOLETA,VIAS FERROCARRIL BARTOLOME MITRE - LACROZE FEDERICO AV - DEL LIBERTADOR 5100,PALERMO,14.0,18.902,0.0,,,,,
,PLAZOLETA,PLAZA - LARRALDE CRISOLOGO AV,SAAVEDRA,12.0,17.922,1.0,,,,,
,PLAZOLETA,LARRALDE CRISOLOGO AV - BALBIN RICARDO AV - WASHINGTON,SAAVEDRA,12.0,67.20100000000001,0.0,,,,,
,PLAZOLETA,"URIBURU, NAPOLEON, GRAL. Y SOLDADO DE LA FRONTERA",VILLA LUGANO,8.0,40.14,0.0,,,,,
,PLAZOLETA,"URIBURU, NAPOLEON, GRAL. Y SOLDADO DE LA FRONTERA",VILLA LUGANO,8.0,32.154,0.0,,,,,
,PLAZOLETA,"SOLDADO DE LA FRONTERA Y RAMIREZ, CEFERINO, COMODORO",VILLA LUGANO,8.0,120.496,0.0,,,,,
,PLAZOLETA,"URIBURU, NAPOLEON, GRAL. Y SOLDADO DE LA FRONTERA",VILLA LUGANO,8.0,42.674,0.0,,,,,
,PLAZOLETA,"URIBURU, NAPOLEON, GRAL. Y SOLDADO DE LA FRONTERA",VILLA LUGANO,8.0,149.113,0.0,,,,,
,PLAZOLETA,"JUSTO, JUAN B., AV. - DIAZ, CESAR - VICTOR HUGO",VILLA LURO,10.0,94.738,0.0,,,,,
,PLAZOLETA,CRUZ DEL SUD ENTRE LUZURIAGA Y VELEZ SARSFIELD,BARRACAS,4.0,273.506,115.143,,,,,
,PLAZOLETA,CRUZ DEL SUD ENTRE LUZURIAGA Y VELEZ SARSFIELD,BARRACAS,4.0,359.485,203.66,,,,,
,PLAZOLETA,AV ARGENTINA ENTRE SALADILLO E IBAÑEZ,VILLA LUGANO,8.0,200.678,0.0,,,,,
,PLAZOLETA,AV ARGENTINA ENTRE SUAREZ JOSE LEON Y EGUIA OSVALDO,VILLA LUGANO,8.0,0.0,0.0,,,,,
,PLAZOLETA,AV ARGENTINA - DR JOSE DE LA ROSA - GUAMINI,VILLA LUGANO,8.0,320.0540000000001,426.608,,,,,
,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ VEDIA Y GRAL PAZ AV",SAAVEDRA,12.0,16.163,18.18,,,,,
,PLAZOLETA,GRAL PAZ AV - PEDRO MORAN - MOLIERE,VILLA REAL,10.0,92.169,97.0,,,,,
,PLAZOLETA,EMILIO CASTRO AV - LISANDRO DE LA TORRE AV - ERCILLA,LINIERS,9.0,37.614,74.209,,,,,
,PLAZOLETA,"GARCIA GRANDE DE ZEQUEIRA, SEVERO ENTRE FRAGATA TRINIDAD Y SUAREZ, JOSE LEON",MATADEROS,9.0,108.449,0.0,,,,,
,PLAZOLETA,"DORREGO Y CAMPOS, LUIS M.",PALERMO,14.0,31.757,1.0,,,,,
,PLAZOLETA,AV PASEO COLON ENTRE BRASIL Y PILCOMAYO,BOCA,4.0,804.087,0.0,,,,,
,PLAZOLETA,"CALLE 4 (NO OFICIAL) ENTRE PERETTE, CARLOS H. Y VIAS FERROCARRIL SAN MARTIN",RETIRO,1.0,1068.501,382.739,,,,,
,PLAZOLETA,DELLEPIANE TTE GRAL AU ENTRE AV LAFUENTE Y PORTELA (NORTE),FLORES,7.0,4178.105,648.014,,,,,
,PLAZOLETA,DELLEPIANE TTE GRAL AU ENTRE AV LAFUENTE Y PORTELA  (SUR),FLORES,7.0,3953.655,1028.022,,,,,
,PLAZOLETA,DELLEPIANE TTE GRAL AU ENTRE JOSE MARTI Y PORTELA,FLORES,7.0,1172.252,268.436,,,,,
,PLAZOLETA,DELLEPIANE TTE GRAL AU ENTRE JOSE MARTI Y MANCO CAPAC,FLORES,7.0,242.36900000000003,167.762,,,,,
,PLAZOLETA,FRAY CAYETANO RODRIGUEZ 188,FLORES,7.0,129.284,0.0,,,,,
,PLAZOLETA,PEDERNERA - PROPIEDAD PARTICULAR - AU 25 DE MAYO,FLORES,7.0,141.233,0.0,,,,,
,PLAZA,CURAPALIGUE AV -  COREA AV - CASTAÑARES AV,FLORES,7.0,475.555,0.0,,,,,
,PLAZOLETA,AV COREA ENTRE CURAPALIGUE AV Y CASTAÑARES AV,FLORES,7.0,359.545,0.0,,,,,
,PLAZOLETA,RABANAL FRANCISCO INTENDENTE AV - ABRAHAM LUPPI - EREZCANO AV,NUEVA POMPEYA,4.0,552.573,0.0,,,,,
,PLAZA,TIMOTEO GORDILLO 5350 ENTRE MADARIAGA Y TABARE,VILLA RIACHUELO,8.0,589.4830000000002,0.0,,,,,
,PLAZOLETA,BARRAGAN 293 - SUBIDA  AUTOPISTA PERITO MORENO,LINIERS,9.0,423.11,0.0,,,,,
,PLAZOLETA,VILLA 21-24 - MANZANA 57,BARRACAS,4.0,131.966,127.672,,,,,
,CANTERO CENTRAL,GRIERSON CECILIA ENTRE JUANA MANSO Y DEALESSI PIERINA,RETIRO,1.0,427.151,0.0,,,,,
,CANTERO CENTRAL,JUANA MANSO ENTRE GRIERSON CECILIA Y SANCHEZ DE THOMPSON MARIQUITA,PUERTO MADERO,1.0,335.3130000000001,0.0,,,,,
,PLAZOLETA,MELIAN - ARIAS - SHOPPING DOT,SAAVEDRA,12.0,64.327,70.76100000000002,,,,,
,PLAZOLETA,TIMOTEO GORDILLO ENTRE BERON DE ASTRADA Y FERRE,VILLA RIACHUELO,8.0,309.668,211.253,,,,,
,PLAZOLETA,FERRE ENTRE TIMOTEO GORDILLO Y LISANDRO DE LA TORRE AV,VILLA RIACHUELO,8.0,185.683,129.52100000000002,,,,,
,PLAZOLETA,LISANDRO DE LA TORRE AV ENTRE FERRE Y BERON DE ASTRADA,VILLA RIACHUELO,8.0,170.543,177.02900000000002,,,,,
,PLAZOLETA,SALGUERO JERONIMO 2755,PALERMO,14.0,78.226,0.0,,,,,
,CANTERO CENTRAL,"PUEYRREDON, HONORIO, E/ BATALLA DEL PARI Y GALLARDO",VILLA CRESPO,15.0,1558.95,0.0,,,,,
,CANTERO CENTRAL,"DE LOS CORRALES, AV. E/ PAZ, GRAL., AV. Y ANDALGALA",MATADEROS,9.0,255.102,0.0,,,,,
,CANTERO CENTRAL,IRIARTE AV E/ GONCALVEZ DIAS Y LAFAYETTE,BARRACAS,4.0,741.326,1053.927,,,,,
,PLAZOLETA,QUINTANA AV ENTRE AYACUCHO Y CALLAO AV,RECOLETA,2.0,292.0,0.0,,,,,
,PLAZOLETA,VERACRUZ ENTRE MARACAIBO Y VALPARAISO,VILLA SOLDATI,8.0,605.474,0.0,,,,,
,PLAZOLETA,MARACAIBO ENTRE VERACRUZ Y VALPARAISO,VILLA SOLDATI,8.0,199.57,0.0,,,,,
,PLAZOLETA,FERNANDEZ DE LA CRUZ AV 3550,VILLA SOLDATI,8.0,351.266,0.0,,,,,
,PLAZOLETA,MARTINEZ CASTRO ENTRE FERNANDEZ DE LA CRUZ AV Y BARROS PAZOS JOSE,VILLA SOLDATI,8.0,188.908,0.0,,,,,
,CANTERO CENTRAL,"MANSO, JUANA E/ PEÑALOZA, ROSARIO VERA Y CAMILA O'GORMAN",PUERTO MADERO,1.0,1164.754,0.0,,,,,
,CANTERO CENTRAL,"27 DE FEBRERO, AV. ENTRE BERG, CARLOS (PROLONGACION LINEA IMAGINARIA) Y O´GORMAN (PROLONGACION LINEA IMAGINARIA).",VILLA SOLDATI,8.0,729.0089999999999,253.631,,,,,
,CANTERO CENTRAL,"27 DE FEBRERO, AV. ENTRE VARELA (PROLONGACION LINEA IMAGINARIA) Y BERG, CARLOS (PROLONGACION LINEA IMAGINARIA).",VILLA SOLDATI,8.0,1332.274,588.745,,,,,
,CANTERO CENTRAL,"27 DE FEBRERO, AV. ENTRE PERGAMINO Y VARELA (PROLONGACION IMAGINARIA).",VILLA SOLDATI,8.0,2279.445,866.825,,,,,
,CANTERO CENTRAL,27 DE FEBRERO AV ENTRE ESCALADA AV Y PUENTE LACARRA OLIMPICO RIBERA SUR,VILLA SOLDATI,8.0,537.505,0.0,,,,,
,CANTERO CENTRAL,27 DE FEBRERO AV ENTRE ESCALADA AV Y GRAL PAZ AV,VILLA RIACHUELO,8.0,11972.19,0.0,,,,,
,PLAZOLETA,SALGUERO JERONIMO 3500-3600,PALERMO,14.0,639.773,0.0,,,,,
,PLAZOLETA,"OBLIGADO, RAFAEL, AV. COSTANERA Y CASTILLO, RAMON S., PRES.",RECOLETA,2.0,215.21400000000003,0.0,,,,,
,PLAZOLETA,"PERON, EVA, AV. 1680",PARQUE CHACABUCO,7.0,102.983,42.089,,,,,
,PLAZA,VILLA 15 MANZANA 4,VILLA LUGANO,8.0,1597.244,0.0,,,,,
PLAZA PQUES. NACIONALES ARGENTINOS,PLAZA,"ECHEVERRIA - CASTAÑEDA - SUCRE, ANTONIO J. DE, MCAL. - FIGUEROA ALCORTA PRES., AV.",BELGRANO,13.0,12169.958,1000.0,4.3,5046.0,,,
ING. G. AVE LALLEMANT,CANTERO CENTRAL,"GARCIA DEL RIO, AV.  E/ VIDAL Y CRAMER",SAAVEDRA,12.0,1948.256,100.0,4.0,114.0,PARQUE,"C1429DEE, AV. GARCIA DEL RIO 2851-2859",PLAZOLETAS
PLAZA BARRIO MARCELO T DE ALVEAR,PLAZA,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",PARQUE AVELLANEDA,9.0,36221.71,0.0,,,,,
PLAZA IRLANDA,PLAZA,"GAONA, AV. - ALVAREZ, DONATO, TTE. GRAL., AV. - NEUQUEN - SEGUI, F.J., ALMTE.",CABALLITO,6.0,32359.873,0.0,,18614.0,PARQUE,AV. GAONA,PARQUES
PLAZA ALEMANIA,PLAZA,"DEL LIBERTADOR, AV. - CASARES, AV. - CASTEX - CAVIA",PALERMO,14.0,24954.313,8000.0,,2951.0,PARQUE,RAUL SCALABRINI ORTIZ 2602,PLAZAS
IRENE BERNASCONI,CANTERO CENTRAL,"RABANAL, FRANCISCO, INT., AV. (EX ROCA, CNEL., AV.) E/  LAFUENTE, AV. Y PORTELA",VILLA SOLDATI,8.0,16770.87,0.0,3.8,10.0,,,
MAYOR BERNARDO ALBERTE,CANTERO CENTRAL,"RABANAL, FRANCISCO, INT., AV. (EX ROCA, CNEL., AV.) E/ CASTAÑON Y LAFUENTE, AV.",VILLA SOLDATI,8.0,26869.349,0.0,,,,,
ATAHUALPA YUPANQUI,CANTERO CENTRAL,"RABANAL, FRANCISCO, INT., AV. (EX ROCA, CNEL., AV.) E/ VARELA Y CASTAÑON",VILLA SOLDATI,8.0,23512.467,0.0,4.1,1160.0,,,
