nombre,clasificac,ubicacion,barrio,comuna,area,perimeter,Score,Reviews,Descripcion,Direccion,CLASE
,CANTERO CENTRAL,"JUSTO, JUAN B., AV. - PORCEL DE PERALTA, MANUEL - LISBOA",LINIERS,9.0,1178.706,9900.0,,,,,
,PLAZOLETA,"ALVAREZ JONTE, AV. - JUSTO, JUAN B., AV. - PORCEL DE PERALTA, MANUEL",LINIERS,9.0,120.09,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ARGENTINA AV. Y LARRAZABAL, AV.",VILLA LUGANO,8.0,67.343,4.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ARGENTINA AV. Y LARRAZABAL, AV.",VILLA LUGANO,8.0,36.637,0.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA RIACHUELO,8.0,10767.921,0.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA RIACHUELO,8.0,2007.781,9900.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA RIACHUELO,8.0,3321.668,100.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,1890.29,200.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,2613.216,9900.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,2518.782,200.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,6552.178000000001,9900.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,2499.7960000000007,9800.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,6598.276,9800.0,,,,,
,CANTERO CENTRAL,"ROCA, CNEL., AV.  E/ PORTELA Y PAZ, GRAL., AV (FALTA RELEVAR COMO SE CRUZAN LAS CALLES A FIN DE ESTABLECER LIMITES DE CANTEROS)",VILLA SOLDATI,8.0,5364.749,9800.0,,,,,
,CANTERO CENTRAL,"ANTARTIDA ARGENTINA, AV.  E/ CASTILLO, RAMON S., PRES., AV. Y SAN MARTIN",RETIRO,1.0,66.351,9999.0,,,,,
,CANTERO CENTRAL,"ANTARTIDA ARGENTINA Y QUARTINO, JOSE N., ING.",RETIRO,1.0,686.697,0.0,,,,,
,CANTERO CENTRAL,"ANTARTIDA ARGENTINA, AV.  E/ CASTILLO, RAMON S., PRES., AV. Y SAN MARTIN",RETIRO,1.0,209.882,10.0,,,,,
,CANTERO CENTRAL,"LARRAZABAL, AV.  E/ ROCA, CNEL., AV. Y FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. (EXISTE UNA VIA DEL PREMETRO EN TODA LA LONGITUD DEL CANTERO, QUE HAY QUE RESTAR DE ESTA SUPERFICIE, PREVIO RELEVAMIENTO",VILLA LUGANO,8.0,2376.236,9900.0,,,,,
,CANTERO CENTRAL,"LARRAZABAL, AV.  E/ ROCA, CNEL., AV. Y FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. (EXISTE UNA VIA DEL PREMETRO EN TODA LA LONGITUD DEL CANTERO, QUE HAY QUE RESTAR DE ESTA SUPERFICIE, PREVIO RELEVAMIENTO",VILLA LUGANO,8.0,564.2719999999998,50.0,,,,,
,CANTERO CENTRAL,"LARRAZABAL, AV.  E/ ROCA, CNEL., AV. Y FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. (EXISTE UNA VIA DEL PREMETRO EN TODA LA LONGITUD DEL CANTERO, QUE HAY QUE RESTAR DE ESTA SUPERFICIE, PREVIO RELEVAMIENTO",VILLA LUGANO,8.0,1162.744,9900.0,,,,,
,CANTERO CENTRAL,"LARRAZABAL, AV.  E/ ROCA, CNEL., AV. Y FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. (EXISTE UNA VIA DEL PREMETRO EN TODA LA LONGITUD DEL CANTERO, QUE HAY QUE RESTAR DE ESTA SUPERFICIE, PREVIO RELEVAMIENTO",VILLA LUGANO,8.0,3910.333,967.578,,,,,
,CANTERO CENTRAL,"LARRAZABAL, AV.  E/ ROCA, CNEL., AV. Y FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. (EXISTE UNA VIA DEL PREMETRO EN TODA LA LONGITUD DEL CANTERO, QUE HAY QUE RESTAR DE ESTA SUPERFICIE, PREVIO RELEVAMIENTO",VILLA LUGANO,8.0,684.93,9950.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ VARELA Y CULPINA",FLORES,7.0,209.002,10.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ VARELA Y CULPINA",FLORES,7.0,564.203,9970.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ CULPINA Y LAFUENTE, AV.",FLORES,7.0,351.425,10.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ CULPINA Y LAFUENTE, AV.",FLORES,7.0,411.57,9990.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ MARTI, JOSE Y PORTELA",FLORES,7.0,203.889,10.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ MARTI, JOSE Y PORTELA",FLORES,7.0,252.612,9990.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ 27 DE FEBRERO Y ROCA, CNEL., AV.",VILLA SOLDATI,8.0,1192.558,0.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ 27 DE FEBRERO Y ROCA, CNEL., AV.",VILLA SOLDATI,8.0,3408.295,0.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. Y  BATLLE ORDOÑEZ, JOSE P.T.",VILLA LUGANO,8.0,782.112,9970.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. Y  BATLLE ORDOÑEZ, JOSE P.T.",VILLA SOLDATI,8.0,164.521,9990.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. Y  BATLLE ORDOÑEZ, JOSE P.T.",VILLA LUGANO,8.0,2687.967,100.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ CASTAÑARES Y SARAZA",VILLA LUGANO,8.0,613.543,10.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ CASTAÑARES Y SARAZA",VILLA SOLDATI,8.0,150.024,0.0,,,,,
,CANTERO CENTRAL,"ESCALADA, AV.  E/ CASTAÑARES Y SARAZA",VILLA SOLDATI,8.0,1109.446,9900.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ PERON, EVA AV. Y ESCALADA, AV.",PARQUE AVELLANEDA,9.0,284.972,9980.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ PERON, EVA AV. Y ESCALADA, AV.",PARQUE AVELLANEDA,9.0,186.818,10.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ PERON, EVA AV. Y ESCALADA, AV.",PARQUE AVELLANEDA,9.0,71.098,9999.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ PERON, EVA AV. Y ESCALADA, AV.",PARQUE AVELLANEDA,9.0,221.049,10.0,,,,,
,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL. Y AV. ROTONDA ESCALADA, AV.",VILLA SOLDATI,8.0,7775.352,9900.0,,,,,
,CANTERO CENTRAL,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL. Y AV. ROTONDA ESCALADA, AV.",VILLA SOLDATI,8.0,773.972,9980.0,,,,,
,CANTERO CENTRAL,"FAGNANO, JOSE, AV.  E/ CONCORDIA Y SAN MARTIN, AV.",VILLA DEVOTO,11.0,317.285,30.0,,,,,
,CANTERO CENTRAL,"FAGNANO, JOSE, AV.  E/ CONCORDIA Y SAN MARTIN, AV.",VILLA DEVOTO,11.0,296.313,9990.0,,,,,
,CANTERO CENTRAL,"JANER, ANA M.  E/ LAFUENTE Y ACOSTA, MARIANO",VILLA SOLDATI,8.0,68.736,4.0,,,,,
,CANTERO CENTRAL,"JANER, ANA M.  E/ LAFUENTE Y ACOSTA, MARIANO",VILLA SOLDATI,8.0,1241.962,0.0,,,,,
,CANTERO CENTRAL,"JANER, ANA M.  E/ LAFUENTE Y ACOSTA, MARIANO",VILLA SOLDATI,8.0,14.083,0.0,,,,,
,CANTERO CENTRAL,"LAFUENTE, AV.  E/  BARROS PAZOS Y RIESTRA, AV.",VILLA SOLDATI,8.0,3747.387,200.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ CORDOBA, AV. Y PARAGUAY",RETIRO,1.0,257.665,20.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ CORDOBA, AV. Y PARAGUAY",RETIRO,1.0,354.0680000000001,9980.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ CORDOBA, AV. Y PARAGUAY",RETIRO,1.0,194.231,9990.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ CORDOBA, AV. Y PARAGUAY",RETIRO,1.0,162.186,10.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ PARAGUAY Y ALVEAR, MARCELO T. DE",RETIRO,1.0,477.05800000000005,9990.0,,,,,
,CANTERO CENTRAL,"ALEM, LEANDRO N., AV.  E/ PARAGUAY Y ALVEAR, MARCELO T. DE",RETIRO,1.0,457.33,9980.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ VARELA Y LAGUNA",PARQUE AVELLANEDA,9.0,855.3860000000002,9970.0,,,,,
,CANTERO CENTRAL,"BILBAO, FRANCISCO, AV.  E/ VARELA Y LAGUNA",PARQUE AVELLANEDA,9.0,803.4069999999998,40.0,,,,,
,CANTERO CENTRAL,"CAFAYATE E/ FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. Y BERON DE ASTRADA",VILLA LUGANO,8.0,462.199,10.0,,,,,
,CANTERO CENTRAL,"CAFAYATE E/ FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. Y BERON DE ASTRADA",VILLA LUGANO,8.0,44.526,3.0,,,,,
,JARDIN,"CANTILO, INT., AV. Y VIAS DEL FCGBM",PALERMO,14.0,9883.87,1964.534,,,,,
,PLAZOLETA,"CASTAÑARES, AV. - LAFUENTE, AV.",FLORES,7.0,138.407,10.0,,,,,
,PLAZOLETA,"CASTRO, EMILIO, AV. - CARHUE - ACASSUSO - ANDALGALA",LINIERS,9.0,130.749,0.0,,,,,
,CANTERO CENTRAL,"CORRIENTES, AV.  Y NEWBERY, JORGE",CHACARITA,15.0,526.396,89.94,,,,,
,CANTERO CENTRAL,"EREZCANO, AV. E/ RABANAL, FRANCISCO, INT., AV. Y 27 DE FEBRERO, AV.",NUEVA POMPEYA,4.0,387.689,20.0,,,,,
,CANTERO CENTRAL,"EREZCANO, AV. E/ RABANAL, FRANCISCO, INT., AV. Y 27 DE FEBRERO, AV.",NUEVA POMPEYA,4.0,493.921,9990.0,,,,,
,JARDIN,"FLORES, VENANCIO GRAL. E/ CARRASCO Y GUALEGUAYCHU",VELEZ SARSFIELD,10.0,7463.415,0.0,,,,,
,PLAZOLETA,"LACARRA, AV. - PROPIEDAD PARTICULAR - PERON, EVA, AV. - VALLE, MARIA REMEDIOS DEL",PARQUE AVELLANEDA,9.0,152.297,0.0,,,,,
,CANTERO CENTRAL,"RIESTRA, AV.  E/ MORENO, PERITO, AV. Y LAFUENTE, AV.",VILLA SOLDATI,8.0,3857.742,200.0,,,,,
,CANTERO CENTRAL,"RIESTRA, AV.  E/ MORENO, PERITO, AV. Y LAFUENTE, AV.",VILLA SOLDATI,8.0,77.218,4.0,,,,,
,CANTERO CENTRAL,"RIESTRA, AV.  E/ LAFUENTE, AV. Y ACOSTA, MARIANO",VILLA SOLDATI,8.0,1344.457,100.0,,,,,
,CANTERO CENTRAL,"RUIZ, HUIDOBRO AV. E/ PALME, OLOF Y HOLMBERG",SAAVEDRA,12.0,34.179,2.0,,,,,
,CANTERO CENTRAL,"RUIZ, HUIDOBRO AV. E/ HOLMBERG Y DONADO",SAAVEDRA,12.0,113.552,10.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y PERON, EVA AV.",PARQUE AVELLANEDA,9.0,2815.989,558.724,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ ESCALADA, AV. Y REMEDIOS",MATADEROS,9.0,20.142,9999.0,,,,,
,CANTERO CENTRAL,"SAN JUAN BAUTISTA DE LA SALLE,  E/ ESCALADA, AV. Y REMEDIOS",MATADEROS,9.0,295.1740000000001,9980.0,,,,,
,PATIO RECREATIVO,SIMBRON - CONCORDIA,VILLA DEL PARQUE,11.0,231.198,10.0,,,,,
,CANTERO CENTRAL,"VARELA  E/ MORENO, PERITO, AV. Y BARROS PAZOS,  JOSE (PROLONGACION IMAGINARIA)",VILLA SOLDATI,8.0,2465.626,200.0,,,,,
,CANTERO CENTRAL,"VARELA  E/ MORENO, PERITO, AV. Y BARROS PAZOS,  JOSE (PROLONGACION IMAGINARIA)",VILLA SOLDATI,8.0,1295.878,9900.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,5364.042,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,11519.393999999998,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,3576.235,9900.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,5805.616,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,326.138,1000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,1687.52,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,1427.899,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,1925.374,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,6456.404,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,324.871,9980.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,5347.472,400.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,28429.853,1000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,3843.354,9800.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,1873.665,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ PAZ, GRAL., AV. - RIO NEGRO Y CAÑADA DE GOMEZ",VILLA LUGANO,8.0,5920.826999999998,400.0,,,,,
,CANTERO CENTRAL,"CORRIENTES, AV.  Y NEWBERY, JORGE",CHACARITA,15.0,233.75,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,1877.344,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,2247.898,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,1803.535,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,3818.927,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,4229.885,200.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,5547.026,9800.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,4739.434,200.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,82.368,9995.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,42.996,2.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,85.323,9993.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,54.459,3.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV.- E/ MURGIONDO Y ARGENTINA, AV.",VILLA LUGANO,8.0,1870.375,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,10944.597,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ RIO NEGRO - CAÑADA DE GOMEZ Y MURGIONDO",VILLA LUGANO,8.0,11261.916,9000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,1547.8729999999996,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,1677.596,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,9659.192,9100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,9048.49,9800.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,1416.9129999999998,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,473.4,9980.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,136.752,10.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,145.643,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,1629.129,9900.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,1894.92,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,14684.845,9000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,16327.907,9000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,1997.946,9900.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",VILLA LUGANO,8.0,1350.419,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",VILLA LUGANO,8.0,247.16,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,11706.457,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",VILLA LUGANO,8.0,13228.085,9000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ SAN JUAN BAUTISTA DE LA SALLE, AV. Y LACARRA, AV.",PARQUE AVELLANEDA,9.0,1404.01,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ SAN JUAN BAUTISTA DE LA SALLE, AV. Y LACARRA, AV.",PARQUE AVELLANEDA,9.0,1579.4489999999996,100.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,236.556,10.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,111.882,10.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ LARRAZABAL, AV Y ESCALADA, AV.",VILLA LUGANO,8.0,112.087,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,157.877,10.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,107.801,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",VILLA LUGANO,8.0,125.917,0.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",VILLA LUGANO,8.0,98.076,9993.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,7559.593000000002,9800.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ SAN JUAN BAUTISTA DE LA SALLE, AV. Y LACARRA, AV.",PARQUE AVELLANEDA,9.0,15165.45,1000.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ ESCALADA, AV. Y SAN JUAN BAUTISTA DE LA SALLE, AV.",PARQUE AVELLANEDA,9.0,7362.411999999998,300.0,,,,,
,CANTERO CENTRAL,"DELLEPIANE, LUIS J., TTE. GRAL., AV. E/ SAN JUAN BAUTISTA DE LA SALLE, AV. Y LACARRA, AV.",PARQUE AVELLANEDA,9.0,13789.828,0.0,,,,,
