nombre,clasificac,ubicacion,barrio,comuna,area,perimeter
PLAZOLETA DEL ARBOL,PLAZOLETA,CHARCAS - AGUERO - PARED MEDIANERA,RECOLETA,2.0,629.087,9990.0
PLAZOLETA SUR,PLAZOLETA,"BOEDO, AV. - BELGRANO, AV. -  PROPIEDAD PARTICULAR",ALMAGRO,5.0,262.009,10.0
RODOLFO WALSH,PLAZOLETA,CHILE - PERU,MONSERRAT,1.0,124.314,9990.0
PLAZOLETA ENRIQUE PICHON RIVIERE,PLAZOLETA,"SANTA FE, AV. 2257",RECOLETA,2.0,638.036,217.923
PARQUE THAYS,PARQUE,"DEL LIBERTADOR, AV. - CALLAO, AV.- VAZ FERREIRA, CARLOS, DR. - QUIROGA, JUAN FACUNDO, BRIG. GRAL. VIA R PIDA",RECOLETA,2.0,49019.93,0.0
BO. GRAL. SAN MARTIN,JARDIN,"DE LOS CONSTITUYENTES, AV. - ALVAREZ PRADO, MANUEL - PAZ, GRAL., AV. - SAN MARINO - NAZCA, AV. (SECTORES)",VILLA PUEYRREDON,12.0,73614.306,7000.0
PARQUE RIVADAVIA,PARQUE,"RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF",CABALLITO,6.0,38947.147,7000.0
PARQUE LAS HERAS,PARQUE,"LAS HERAS, AV. - DIAZ, CNEL., AV. - JUNCAL - SALGUERO, JERONIMO",PALERMO,14.0,60823.24,8000.0
PLAZA EL SALVADOR,PLAZA,"MONROE, AV. - BAVIO, ERNESTO A. - RICHIERI, PABLO, TTE. GRAL.",BELGRANO,13.0,36369.001,3575.649000000001
PARQUE DE LA RAZA (AEROPARQUE),PARQUE SEMIPUBLICO,"OBLIGADO, RAFAEL, AV. COSTANERA  - PAMPA - SARMIENTO, AV. - VIAS F.C.G.B.",PALERMO,14.0,659422.02,0.0
PARQUE DE LAS VICTORIAS,PARQUE,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",VILLA LUGANO,8.0,753829.2740000002,0.0
DR. JUAN B. ALBERDI,PARQUE,"DIRECTORIO, AV. - DE LA TORRE, LISANDRO, AV. - LEGUIZAMON, MARTINIANO - TANDIL",MATADEROS,9.0,63569.886,9000.0
PLAZA MARIANO MORENO,PLAZA,"SAENZ PEÑA, LUIS, PRES. - YRIGOYEN, HIPOLITO - DE MAYO, AV.",MONSERRAT,1.0,6581.6680000000015,9700.0
PLAZA MARTIN RODRIGUEZ,PLAZA,HELGUERA - PAREJA - ARGERICH - HABANA,VILLA PUEYRREDON,12.0,7247.786,100.0
PLAZA B. VICUÑA MACKENNA,PLAZA,RAMALLO - CONESA - CRAMER - ARIAS,SAAVEDRA,12.0,3898.868,1220.42
PLAZA ROMA,PLAZA,"ALEM, LEANDRO N., AV. - TUCUMAN - BOUCHARD - LAVALLE",SAN NICOLAS,1.0,5619.038000000001,9600.0
ITALO MASUELLI,PLAZOLETA,BARRIO GRAL. SAN MARTIN -SUDOESTE DE LA CALLE EL GAUCHO,VILLA PUEYRREDON,12.0,4824.656,9900.0
PARQUE SAINT TROPEZ,PARQUE,"OBLIGADO, RAFAEL, AV. COSTANERA (MURALLON) -ECHEVERRIA, PROLONGACION IMAGINARIA - VIRREY DEL PINO,  PROLONGACION IMAGINARIA  - RIO DE LA PLATA",BELGRANO,13.0,43421.747,3000.0
PLAZA DE LOS PERIODISTAS,PLAZA,"NEUQUEN - NAZCA, AV. - PAEZ - TERRADA",FLORES,7.0,7600.445,9700.0
PLAZA TTE. GRAL. PABLO RICCHIERI,PLAZA,"BEIRO, FRANCISCO, AV. - QUEVEDO - DESAGUADERO - VARELA, JOSE P.",VILLA DEVOTO,11.0,10272.243,0.0
PLAZOLETA COLOMBIA,PLAZOLETA,"BELGRANO AV. - ACHAVAL RODRIGUEZ, TRISTAN AV. (E) CALABRIA Y PADRE MIGONE, M.L.",BARRACAS,4.0,2172.2670000000007,9800.0
PLAZA ISLAS MALVINAS,PLAZA,"20 DE SEPTIEMBRE - DON PEDRO DE MENDOZA, AV. - ARZOBISPO ESPINOSA - CABOTO",BOCA,4.0,5469.292,400.0
PLAZA DR. ONESIMO LEGUIZAMON,PLAZA,ERCILLA - FRAGATA LA ARGENTINA - GUAMINI - SCHMIDEL,MATADEROS,9.0,4778.132000000001,9600.0
MONTE ARARAT,PLAZOLETA,"CHARCAS - SALGUERO, JERONIMO - VIDT",PALERMO,14.0,293.846,0.0
PLAZA DERECHOS DEL HOMBRE,PLAZA,"JUSTO, JUAN B., AV. - MAGARIÑOS CERVANTES, ALEJANDRO - CORTINA - IRIGOYEN",VILLA LURO,10.0,5131.439,300.0
PLAZA UNIDAD LATINOAMERICANA,PLAZA,"MEDRANO - EL SALVADOR - COSTA RICA - ACUÑA DE FIGUEROA, FRANCISCO",PALERMO,14.0,4838.755,100.0
PLAZA ALMAGRO,PLAZA,"SALGUERO, JERONIMO - SARMIENTO - BULNES - PERON, JUAN D., TTE. GRAL.",ALMAGRO,5.0,7513.156,9900.0
PLAZA TTE. GRAL. EMILIO MITRE,PLAZA,"LAS HERAS, GRAL., AV. - PUEYRREDON, AV. - PACHECO DE MELO, JOSE A. - CANTILO",RECOLETA,2.0,4348.0909999999985,300.0
F. LOPEZ TORRES,PLAZOLETA,MIRIÑAY - MOCORETA - MIRIÑAY -GUAYQUIRARO,PARQUE PATRICIOS,4.0,279.202,0.0
PLAZA R. GONZALEZ TUÑON,PLAZA,"YRIGOYEN, HIPOLITO - 24 DE NOVIEMBRE",BALVANERA,3.0,1193.384,0.0
PLAZA UNIDAD NACIONAL,PLAZA,"GALLO, DELFIN - MURGIONDO - VIAS DEL FCGB - CAFAYATE",VILLA LUGANO,8.0,3373.744,100.0
PLAZA CAP. D. FIDEL SARMIENTO,PLAZA,GANDARA - GAMARRA - MARSELLA - BERLIN (BARRIO PAQUE CHAS),PARQUE CHAS,15.0,995.91,9970.0
PLAZA DR. ALFREDO NOBEL,PLAZA,HAMBURGO - BUCAREST - BURELA - TURIN (BARRIO PQUE.CHAS),PARQUE CHAS,15.0,1447.592,100.0
PLAZA INMIGRANTES DE ARMENIA,PLAZA,MALABIA - COSTA RICA - ARMENIA - NICARAGUA,PALERMO,14.0,5760.625,0.0
PLAZA EXODO JUJEÑO,PLAZA,GANDARA - BAUNESS - LIVERPOOL - LONDRES - BARRIO PARQUE CHAS),PARQUE CHAS,15.0,773.232,9970.0
PLAZA FELIX LIMA,PLAZA,RAMALLO - CUBA - ARIAS - ARCOS,NUÑEZ,13.0,4035.612,100.0
GRAL. A. J. SUCRE,PLAZOLETA,"VERTIZ, VIRREY, AV. - ECHEVERRIA - 11 DE SEPTIEMBRE DE 1888 - SUCRE, ANTONIO JOSE DE, MCAL.",BELGRANO,13.0,8378.019,200.0
PLAZA JUAN F. SALABERRY,PLAZA,"ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",MATADEROS,9.0,3200.921,911.119
PLAZA ALF JOSE M. SOBRAL,PLAZA,"LAS HERAS, AV. - SCALABRINI ORTIZ, RAUL, AV. - CABELLO - SALGUERO, JERONIMO",PALERMO,14.0,2761.928,9900.0
PLAZA ANTONIO MALAVER,PLAZA,MONTENEGRO - ESTOMBA - GIRARDOT - HEREDIA,VILLA ORTUZAR,15.0,5589.439,1207.395
PLAZA DR. AMADEO SABATTINI,PLAZA,"COLPAYO - VALLESE, FELIPE",CABALLITO,6.0,6184.196,9900.0
ROBERTO NOBLE,PLAZOLETA,"CERVIÑO, AV.  E/ UGARTECHE Y REPUBLICA DE LA INDIA",PALERMO,14.0,891.127,9950.0
PLAZA SARMIENTO,PLAZA,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR,LINIERS,9.0,4321.446,9900.0
PLAZA ROSARIO VERA PEÑALOZA,PLAZA,"SAN JUAN, AV. - PIEDRAS - CHACABUCO",SAN TELMO,1.0,5300.95,9800.0
PLAZA DE LOS MATADEROS,PLAZA,"DE LA TORRE, LISANDRO, AV. - TAPALQUE - GORDILLO, TIMOTEO - BRAGADO",MATADEROS,9.0,6662.511,400.0
SAN MIGUEL DE GARICOITS,PLAZA,"ARREDONDO, VIRREY - DELGADO - VIRREY LORETO - ALVAREZ THOMAS, AV.",COLEGIALES,13.0,4821.868,400.0
EMILIO TRONCOSO,PLAZOLETA,"LARRAYA - HICKEN, CRISTOBAL M. - HERMITTE, ENRIQUE, ING. - KRAUSE, JULIO, ING.",VILLA LUGANO,8.0,1763.211,0.0
PLAZOLETA JUVENILIA,PLAZOLETA,"ALVEAR, MARCELO T. DE - FLORIDA",RETIRO,1.0,478.634,10.0
INT. JOAQUIN S. DE ANCHORENA,PLAZOLETA,BELGRANO AV. - PIEDRAS,MONSERRAT,1.0,728.415,9960.0
PLAZA RAMON G. FERNANDEZ,PLAZA,"SARMIENTO, AV. - IRAOLA, AV. - DEL LIBERTADOR, AV.",PALERMO,14.0,26927.642000000003,0.0
PLAZA DOMINGO OLIVERA,PLAZA,REMEDIOS - MOZART - TANDIL - MORETO,PARQUE AVELLANEDA,9.0,3531.197,0.0
FRANCISCO CANARO,PATIO RECREATIVO,COCHABAMBA - COMBATE DE LOS POZOS - SARANDI,SAN CRISTOBAL,3.0,909.143,30.0
PLAZA DE LOS COLEGIALES,PLAZA,"MATIENZO, BENJAMIN, TTE. - ZAPIOLA - CONESA - CRAMER",COLEGIALES,13.0,7042.76,200.0
PLAZA GRAL. MANUEL BELGRANO,PLAZA,JURAMENTO - CUBA - ECHEVERRIA - VUELTA DE OBLIGADO,BELGRANO,13.0,4670.325,9800.0
PLAZA SGTO. CABRAL,PLAZA,"MARTINEZ DE HOZ - SUAREZ, JOSE L. - ARCE, MANUEL",LINIERS,9.0,2013.429,100.0
JOSE SOLDATI,PLAZOLETA,MENDEZ - PEDERNERA - VIAS DEL FCGB,VILLA SOLDATI,8.0,468.698,9980.0
PLAZA NUEVA POMPEYA,PLAZA,"SAENZ, AV. - TRAFUL - OCHOA, ENRIQUE",NUEVA POMPEYA,4.0,444.247,10.0
PLAZA EVITA,PLAZA,"DEL LIBERTADOR, AV. - AGUERO - PROPIEDAD PARTICULAR - AUSTRIA",RECOLETA,2.0,9231.255,9200.0
PLAZA EJERCITO DE LOS ANDES,PLAZA,"RIVADAVIA AV. - CORVALAN - FALCON, RAMON L., CNEL. - ALBARIÑO",VILLA LURO,10.0,5788.359,993.452
PLAZA MAFALDA,PLAZA,"CONDE - DUMONT, SANTOS - ARENAL, CONCEPCION - MARTINEZ, ENRIQUE, GRAL.",COLEGIALES,13.0,8198.847,9800.0
MICAELA BASTIDAS,PARQUE,"LANTERI, JULIETA - VERA PEÑALOZA, ROSARIO, BOULEVARD - CALABRIA",PUERTO MADERO,1.0,58126.00700000001,4412.189
PLAZA CNEL. RAMON L. FALCON,PLAZA,"FALCON, RAMON L. - BENEDETTI, OSVALDO E., DIP. NAC. - PJE. PARTICULAR",VELEZ SARSFIELD,10.0,3900.363,9800.0
PLAZA SAN MARTIN (ANEXO),PLAZA,"SANTA FE, AV. - ARENALES - ESMERALDA",RETIRO,1.0,3546.744,100.0
PLAZA JOSE C. PAZ,PLAZA,"TABORDA, DIOGENES - CORTEJARENA, JOSE A. - PEPIRI - PAZ, JOSE C.",PARQUE PATRICIOS,4.0,8495.868,9700.0
PLAZA ROBERTO ARLT,PLAZA,"ESMERALDA - RIVADAVIA, AV. -  PROPIEDAD PARTICULAR",SAN NICOLAS,1.0,2715.485,100.0
PLAZOLETA PORTUGAL,PLAZOLETA,"ELCANO, AV. - AVILES, VIRREY - CRAMER - DEL PINO, VIRREY - VIAS DEL FCBM",COLEGIALES,13.0,1931.414,0.0
ALFONSINA STORNI,PLAZOLETA,"SAN JUAN, AV. - CEBALLOS, VIRREY - SOLIS - AU 25 DE MAYO",CONSTITUCION,1.0,3316.575,840.923
NSTRA SRA. DE LUJAN,PLAZA,"LUZURIAGA - MANDISOVI - SPIKA, ENRIQUE, GRAL.",BARRACAS,4.0,1735.8570000000002,0.0
PLAZA MONS. FERMIN LAFITTE,PLAZA,"BERMUDEZ - ARREGUI - ALLENDE - ALMEIRA, HILARIO DE - PROPIEDAD PARTICULAR",MONTE CASTRO,10.0,6860.0909999999985,1598.119
PLAZA DR. R. SAENZ PEÑA,PLAZA,"JUSTO, JUAN B., AV.- BOYACA, AV.- ESCALADA DE SAN MARTIN, REMEDIOS DE - LAMAS, ANDRES",VILLA GRAL. MITRE,11.0,9324.035,9900.0
ENRIQUE UDAONDO,PLAZOLETA,ARENALES - MONTEVIDEO - JUNCAL,RECOLETA,2.0,1084.832,100.0
HECTOR GAGLIARDI,PLAZOLETA,"BARRIO GRAL. SAN MARTIN - NAZCA, AV.  E/ PABELLON 25 Y 31",VILLA PUEYRREDON,12.0,2773.7140000000004,9900.0
SAN MARTIN DE TOURS,PLAZA,"ALVEAR, AV. - SCHIAFFINO, EDUARDO - POSADAS",RECOLETA,2.0,6519.687,9900.0
PLAZA FEDERACION DE RUSIA,PLAZA,"DRAGONES - LA PAMPA - ALSINA, VALENTIN, AV. - CASTAÑEDA",BELGRANO,13.0,18681.355,0.0
CRISOLOGO LARRALDE,PLAZOLETA,YERBAL - ROJAS,CABALLITO,6.0,1548.388,9900.0
ANIBAL TROILO,CANTERO CENTRAL,"SANTA FE, AV.  E/ THAMES Y ORO, FRAY JUSTO SANTA MARIA DE",PALERMO,14.0,1164.127,9900.0
DR. EMIR E. MERCADER,PLAZOLETA,"OLLEROS, AV.  E/ MIGUELETES Y DEL LIBERTADOR, AV.",PALERMO,14.0,251.274,0.0
JOSE RAZZANO,PLAZOLETA,"ROSALES, AV. - PERON, JUAN D., TTE. GRAL. - MITRE, BARTOLOME - ALEM, LEANDRO N., AV.",SAN NICOLAS,1.0,1686.007,100.0
PLAZA REPUBLICA DEL PERU,PLAZA,"SALGUERO, JERONIMO  - CORONADO, MARTIN - FIGUEROA ALCORTA, PRES., AV.",PALERMO,14.0,4721.475,400.0
JUSTO SUAREZ,PLAZOLETA,"CARDENAS, CNEL., AV. - DIRECTORIO, AV. - COSQUIN",MATADEROS,9.0,547.137,9940.0
PLAZA REPUBLICA ORIENTAL DEL URUGUAY,PLAZA,"DEL LIBERTADOR, AV.- TAGLE - FIGUEROA ALCORTA, PRES., AV. - AUSTRIA",RECOLETA,2.0,28416.439,8000.0
JULIO DIMILTA,PLAZOLETA,"MORENO, PERITO, AV. - CORRALES",NUEVA POMPEYA,4.0,660.283,20.0
PLAZA GRAND BOURG,PLAZA,"CASTILLA, RAMON, MCAL. - ELIZALDE, RUFINO DE - AGUADO, ALEJANDRO M. DE",PALERMO,14.0,1283.6660000000004,9900.0
DR. RICARDO FINOCHIETTO,PLAZOLETA,"LUNA - PROPIEDAD PARTICULAR - SAN FRANCISCO - DAMIANOVICH, ELEODORO, DR.",BARRACAS,4.0,308.47,30.0
PLAZA JORGE L. BORGES,PLAZA,LAS HERAS Y AUSTRIA,RECOLETA,2.0,596.562,10.0
PLAZA SALVADOR M. DEL CARRIL,PLAZA,"GILARDI, GILARDO -  RAMOS MEJIA, JOSE M., DR., AV.- MARTINEZ ZUVIRIA, GUSTAVO, DR. - SAN MARTIN",RETIRO,1.0,4891.934,200.0
MIGUEL UNAMUNO,PLAZA,"MORRIS, WILLIAM C. - PONCE, ANIBAL - UNAMUNO, MIGUEL DE - CONI, EMILIO R., DR.",BARRACAS,4.0,829.615,10.0
PLAZA CIUDAD DE BANFF,PLAZA,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI,VERSALLES,10.0,10227.234,0.0
PQUE. AV. GARCIA DEL RIO,CANTERO CENTRAL,"GARCIA DEL RIO, AV.  E/ AMENABAR Y PINTO",SAAVEDRA,12.0,6513.85,400.0
GERARDO M. RODRIGUEZ,CANTERO CENTRAL,"BALBIN, RICARDO, DR., AV.  E/ CORREA Y ARIAS",SAAVEDRA,12.0,3005.7270000000008,9900.0
PEDRO MAFIA,CANTERO CENTRAL,"COMODORO PY, AV.  E/ CASTILLO, RAMON S., PRES. Y ANTARTIDA ARGENTINA",RETIRO,1.0,2938.739,0.0
PLAZOLETA COLONIA ESPERANZA,PLAZOLETA,"CORDOBA, AV.  6588/6600 Y LACROZE,  FEDERICO, AV.",CHACARITA,15.0,39.75,0.0
HIPOLITO BOUCHARD,PLAZA,"ROSALES, AV. - MADERO, EDUARDO, AV. - SARMIENTO - PERON, JUAN D., TTE. GRAL.",SAN NICOLAS,1.0,2884.993,9900.0
HELEN KELLER,PLAZA,"GRAMAJO GUTIERREZ, ALFREDO - CACHI - LYNCH - EINSTEIN, ALBERTO",NUEVA POMPEYA,4.0,2151.197,100.0
DR. GENARO GIACOBINI,PLAZOLETA,USPALLATA - PEPIRI - ATUEL,PARQUE PATRICIOS,4.0,1313.719,100.0
LINDOR B. SOTOMAYOR,PLAZOLETA,VILARDEBO T. - CNEL. ROHDE - M.PESCADOR - JACHAL,VILLA DEL PARQUE,11.0,355.8,10.0
PASEO DE LA CHACARITA DE LOS COLEGIALES,JARDIN,"NEWBERY, JORGE, AV. E/ GUZMAN, AV. Y WARNES, AV.",CHACARITA,15.0,10431.463,0.0
CORTO MALTES,CANTERO CENTRAL,"CHORROARIN, AV. E/ MONTENEGRO Y COMBATIENTES DE MALVINAS",VILLA ORTUZAR,15.0,131.403,0.0
MELCHOR P. DE HOLGUIN,PLAZOLETA,"FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - LANZA - DEL BARCO CENTENERA -  VIAS DEL FCGB",NUEVA POMPEYA,4.0,729.1080000000002,9950.0
M. SAN MARTIN DE BALCARCE,PLAZOLETA,"LAMAS, ANDRES - ESCALADA DE SAN MARTIN, REMEDIOS DE  - ACHUPALLAS",VILLA GRAL. MITRE,11.0,1025.645,0.0
CIUDAD DE PIGÜE,CANTERO CENTRAL,"OLLEROS AV.  E/ CAMPOS, LUIS M., AV. Y SOLDADO DE LA INDEPENDENCIA",PALERMO,14.0,150.718,9990.0
ALFREDO L. PALACIOS,PLAZOLETA,"SUAREZ, JOSE L. - ACASSUSO - SALADILLO",MATADEROS,9.0,625.187,10.0
PORTO ALEGRE,PLAZOLETA,"SAN MARTIN, AV. - NAZARRE - BOLIVIA",VILLA DEL PARQUE,11.0,392.386,20.0
PLAZA DE LOS VIRREYES - TUPAC  AMARU,PLAZA,"LAFUENTE - PERON, EVA, AV.",FLORES,7.0,9251.291,9300.0
EVA PERON,PLAZOLETA,"INDEPENDENCIA, AV. - PASEO COLON, AV. - ESTADOS UNIDOS - PASEO COLON, AV",SAN TELMO,1.0,2724.613,9800.0
TRINIDAD Y TOBAGO,PLAZOLETA,"VEDIA - GRECIA - PAZ, GRAL., AV.",NUÑEZ,13.0,756.9019999999998,40.0
DE LOS VECINOS SENSIBLES,PLAZOLETA,CHARCAS - GUISE - REPUBLICA DOMINICANA - VIDT,PALERMO,14.0,1206.682,0.0
CARLOS DISARLI,PLAZOLETA,"PASEO COLON, AV. - GARCIA, MARTIN, AV. - BROWN, ALMTE., AV.",SAN TELMO,1.0,194.978,10.0
DON FULGENCIO,CANTERO CENTRAL,"CHORROARIN, AV. E/ CALDAS Y GIRARDOT",VILLA ORTUZAR,15.0,292.325,0.0
CIUDAD DE GUADIX,PLAZOLETA,"ARGENTINA, AV.- SUAREZ, JOSE L. - DE LA ROZA, JOSE I., DR.",VILLA LUGANO,8.0,1618.24,0.0
BASE MARAMBIO,PLAZOLETA,"PATRICIAS ARGENTINAS - GALLARDO, ANGEL (ESCULTURA CENTINELA DE LA PATRIA)",CABALLITO,6.0,1550.251,0.0
SAN VICENTE DE PAUL,PLAZOLETA,"SARAZA - CASTAÑARES, AV. - PUAN",PARQUE CHACABUCO,7.0,319.908,20.0
PLAZA PAKISTAN,PLAZA,"DORREGO, AV. - FIGUEROA ALCORTA, PRES., AV.- MENDEZ, AGUSTIN - CALLE DE ACCESO AL HIPODROMO",PALERMO,14.0,30992.334,9000.0
PLAZA LUIS F. LELOIR,PLAZA,"GUIDO - PROPIEDAD PARTICULAR - GELLY Y OBES, GRAL. - ARJONILLA - AGUERO",RECOLETA,2.0,2437.773,100.0
NICOLAS REPETTO,PLAZOLETA,FRAGATA TRINIDAD - ZELADA - FRAGATA HALCON - ZELADA,MATADEROS,9.0,912.397,50.0
ANTONIO MILLAN,PLAZOLETA,"BILBAO, FRANCISCO - CASTAÑON - LAFUENTE",FLORES,7.0,327.264,10.0
DON ORIONE,PLAZOLETA,"TRAFUL - PADRE CONTARDI, ENRIQUE - TABORDA, DIOGENES",NUEVA POMPEYA,4.0,498.925,10.0
PLAZA CMTE. A. GUACURARI ARTIGAS,PLAZA,"DEL LIBERTADOR, AV. - ISABEL, INFANTA, AV. - FREYRE, MARCELINO, CNEL., AV. - VIAS DEL FCGSM",PALERMO,14.0,5254.248000000001,695.5089999999999
DR. CARLOS A. ERRO,PLAZOLETA,"MADERO, EDUARDO, AV. - ROSALES, AV. - SARMIENTO",SAN NICOLAS,1.0,351.685,0.0
HECTOR GRESLEBIN,PLAZOLETA,"CAMPICHUELO - DIAZ VELEZ, AV.",CABALLITO,6.0,406.366,9990.0
GRAL. FRANCISCO MORAZAN,PLAZOLETA,"ARCOS - ARREDONDO, VIRREY - LORETO, VIRREY",BELGRANO,13.0,110.437,0.0
CLEMENTE ONELLI,CANTERO CENTRAL,"ALCORTA, AMANCIO, AV.  E/ MORENO, PERITO, AV. Y BONAVENA, OSCAR N.",NUEVA POMPEYA,4.0,745.819,9960.0
FLORENCIO SANCHEZ,PLAZOLETA,"ALSINA, VALENTIN, AV. - FIGUEROA ALCORTA, AV. - MENDEZ, A.",PALERMO,14.0,54147.576,1000.0
JULIAN BESTEIRO,PLAZOLETA,"WARNES - PUNTA ARENAS - DE LOS CONSTITUYENTES, AV.",PATERNAL,15.0,1189.048,0.0
CARLOS DE LA PUA,PLAZOLETA,"ARTIGAS, JOSE G., GRAL. - RIVAROLA, PANTALEON",AGRONOMIA,15.0,283.789,9990.0
JULIO CORTAZAR,PLAZOLETA,SERRANO - HONDURAS,PALERMO,14.0,372.171,9990.0
PLAZA REPUBLICA DE HONDURAS,PLAZA,"FIGUEROA ALCORTA, PRES., AV. - MONROE, AV.- RAMSAY",BELGRANO,13.0,2401.5660000000007,9800.0
PLAZOLETA MAIMONIDES,PLAZOLETA,"CORDOBA, AV. - URIBURU, JOSE E., PRES. - (HOSPITAL DE CLINICAS)",RECOLETA,2.0,1484.323,100.0
AGUSTIN COMASTRI,PLAZOLETA,"CORDOBA, AV. - BONPLAND",CHACARITA,15.0,316.624,20.0
CESAREO B. DE QUIROS,PLAZOLETA,"CASARES, AV. - FIGUEROA ALCORTA, PRES., AV. - GELLY - PROPIEDAD PARTICULAR",PALERMO,14.0,707.044,9980.0
PLAZOLETA DE LA AMISTAD,PLAZOLETA,"DORREGO, AV. - MUÑECAS - SUSINI, ANTONIO, CNEL.",VILLA CRESPO,15.0,149.385,9990.0
PLAZOLETA DE LA POLICIA FED.,PLAZOLETA,"LINCOLN, AV. - GUALEGUAYCHU - HABANA",VILLA DEVOTO,11.0,78.79899999999998,7.0
ESTADO DEL VATICANO,PLAZA,"VIAMONTE - LIBERTAD - TOSCANINI, ARTURO - CERRITO",SAN NICOLAS,1.0,3807.876,200.0
ENRIQUE G. VELLOSO,PLAZOLETA,"ROLDAN, BELISARIO, AV. - SARMIENTO, AV. - FIGUEROA ALCORTA, PRES., AV. - LEVILLER, ROBERTO, DR.",PALERMO,14.0,5308.245,9900.0
ENRIQUE BANCHS,PLAZOLETA,"SAN ISIDRO LABRADOR, AV. (E) - PAROISSIEN - VILELA",SAAVEDRA,12.0,848.572,0.0
LA PATAGONIA REBELDE,CANTERO CENTRAL,"FALCON, RAMON L., CNEL.  E/ BASUALDO Y GUARDIA NACIONAL",VILLA LURO,10.0,301.372,10.0
CESAR TIEMPO,PLAZOLETA,"HERNANDEZ, JOSE  E/VERTIZ, VIRREY, AV. Y DEL PINO, VIRREY",BELGRANO,13.0,733.137,9940.0
LA HISTORIA OFICIAL,CANTERO CENTRAL,"FALCON, RAMON L., CNEL.  E/ GUARDIA NACIONAL Y ESCALADA, AV.",VILLA LURO,10.0,179.567,10.0
CEFERINO NAMUNCURA,PLAZOLETA,"ARREGUI - PORCEL DE PERALTA, MANUEL - ARREGUI - BARRAGAN",VERSALLES,10.0,666.13,0.0
VIRREINATO DEL RIO DE LA PLATA,PLAZOLETA,"DEL LIBERTADOR, AV. - IRAOLA, AV. - CALLE S/N",PALERMO,14.0,1482.6270000000004,0.0
FORJA,CANTERO CENTRAL,"ROCA, CNEL., AV. -  E/ DEL BARCO CENTENERA Y VEDIA, AGUSTIN DE",NUEVA POMPEYA,4.0,7657.056,9600.0
FEDERICO FRÜEBEL,PLAZOLETA,"DIAZ VELEZ AV.- ACEVEDO - PATRICIAS ARGENTINAS, AV.",CABALLITO,6.0,1495.898,9900.0
PLAZA DEL CORREO,PLAZA,"SARMIENTO - ROSALES - PERON, JUAN D., TTE. GRAL. - ALEM, LEANDRO N., AV.",SAN NICOLAS,1.0,3274.2140000000004,9900.0
PLAZA RAMON J. CARCANO,PLAZA,"QUINTANA, MANUEL,  PRES., AV. - ORTIZ, ROBERTO M., PRES., AV. - ALVEAR, AV. - HAEDO, EDUARDO V., PRES.",RECOLETA,2.0,1727.833,100.0
CIUDAD DE LAKEWOOD,PLAZOLETA,"ALCORTA AMANCIO, AV. - MONTEAGUDO - ANCASTE",NUEVA POMPEYA,4.0,1299.62,9900.0
PLAZA DE LAS NACIONES UNIDAS,PLAZA,"FIGUEROA ALCORTA, PRES., AV. - LIBRES DEL SUR, AV. - AGOTE, LUIS, DR. (TRAZA) - VIAS DEL FCGB",RECOLETA,2.0,43910.364,7000.0
GASPAR XUAREZ,PLAZOLETA,"DEL LIBERTADOR, AV. - SOLDADO DE LA INDEPENDENCIA - LORETO, VIRREY",BELGRANO,13.0,1312.6660000000004,9900.0
GRAL. ENRIQUE MOSCONI,PLAZOLETA,"DEL LIBERTADOR, AV. - DEL PINO, VIRREY - LORETO, VIRREY - SOLDADO DE LA INDEPENDENCIA",BELGRANO,13.0,1014.898,0.0
DR. CARLOS S. LAMAS,PLAZOLETA,"CARDENAS, CNEL., AV. - CARHUE - LAFERRERE, GREGORIO DE",MATADEROS,9.0,1018.507,9900.0
PRESB. VIRGILIO FILIPO,CANTERO CENTRAL,"SAN ISIDRO LABRADOR, AV. E/ DEHEZA Y PICO",SAAVEDRA,12.0,476.7480000000001,9990.0
PRISIONEROS DE LA TIERRA,CANTERO CENTRAL,"FALCON, RAMON L., CNEL.  E/ ALBARIÑOS Y CORVALAN",VILLA LURO,10.0,231.638,10.0
HERMINIO MASANTONIO,PLAZA,"ZAVALETA, AV. - ALCORTA AMACIO, AV. - VIAS DEL FCGB",PARQUE PATRICIOS,4.0,2395.781,9900.0
TTE. DE NAVIO CANDIDO DE LASALA,PLAZOLETA,"SANTA FE, AV. - MAIPU",RETIRO,1.0,383.211,10.0
JACINTO ODDONE,PLAZOLETA,"DERQUI, AV. - ECHEANDIA - ZINNY",PARQUE AVELLANEDA,9.0,204.904,0.0
HOMERO MANZI,PLAZOLETA,"DEL BARCO CENTENERA - RIESTRA, AV. - SALVIGNY",NUEVA POMPEYA,4.0,503.475,20.0
HORACIO R. MOLINA,PLAZOLETA,"FONROUGE - DE LA ROZA, JOSE I., DR. - PERON, EVA, AV.",VILLA LUGANO,8.0,122.138,10.0
PLAZOLETA DEL MERCADO MODELO,PLAZOLETA,"DE MAYO, AV. - RIVADAVIA, AV. - SAEZ PEÑA, LUIS, PRES.",MONSERRAT,1.0,198.651,10.0
