Nombre,Score,Reviews,Descripcion,Direccion,CLASE
PLAZA ECHEVERRIA,,5966.0,PARQUE,BAUNESS 1258,PARQUES
ECOPARQUE BA,,5876.0,PARQUE ECOLOGICO,REPUBLICA DE LA INDIA,PARQUES SEMI PUBLICO
PLAZA LAVALLE,,5821.0,PARQUE,LAVALLE 1200,PARQUES
PARQUE ALBERTI,,5800.0,PARQUE,,PLAZAS
PLAZA DEL ANGEL GRIS - CABA,,5788.0,PARQUE,AV. AVELLANEDA,PLAZAS
PLAZA MARIANO BOEDO,,5780.0,PARQUE,ESTADOS UNIDOS 3000,PARQUES
PARQUE INDOAMERICANO,,5765.0,PARQUE,VILLA SOLDATI,PARQUES
PARQUE CARLOS MUGICA,,5541.0,PARQUE,,PARQUES
PLAZA COLOMBIA,,5415.0,PARQUE,AV. MONTES DE OCA,PLAZAS
PARQUE THAYS,,5356.0,PARQUE,BARRIO,PARQUES
PLAZA MARTIN FIERRO,,5303.0,PARQUE,LA RIOJA,PLAZAS
PLAZA MAFALDA,,5263.0,PARQUE,CONDE 145,PLAZAS
PLAZA PARQUES NACIONALES ARGENTINOS,,5046.0,PARQUE,MARISCAL ANTONIO JOSE DE SUCRE 601,PARQUES
PLAZA AZCUENAGA,,4988.0,PARQUE ESTATAL,"AVENIDA 19, AV. 44 Y",PLAZAS
PLAZA PRIMERO DE MAYO,,4490.0,PARQUE,AV. HIPOLITO YRIGOYEN 2200,PLAZAS
PARQUE FLORENTINO AMEGHINO,,4273.0,PARQUE,STA CRUZ,PARQUES
ECOPARQUE,,3914.0,PARQUE,AV. SARMIENTO 2601,PARQUES
PLAZA MARIA EVA DUARTE DE PERON,,3892.0,PARQUE ESTATAL,JULIETA LANTERI 1775,PARQUES
PARQUE INFANTIL,,3892.0,PARQUE,"UNNAMED ROAD, C1072AAR",PARQUES
PARQUE TRES DE FEBRERO,,3883.0,PARQUE,AV. INFANTA ISABEL 110,PARQUES
PARQUE YRIGOYEN,,3769.0,PARQUE,AV. 25 DE MAYO S/N,PARQUES
PARQUE RAQUEL FORNER,,3716.0,PARQUE,,PARQUES
PLAZA BELGRANO,,3565.0,PARQUE,C. 12 376,PLAZAS
PARQUE GENERAL SAN MARTIN,,3533.0,PARQUE,CNEL. SAYOS 2302,PARQUES
PLAZA DE LA MISERICORDIA,,3522.0,PARQUE,AV. DIRECTORIO 2000,PARQUES
LA NUEVA,,3522.0,PARQUE,UNNAMED ROAD,PARQUES
PLAZA VELEZ SARSFIELD,,3472.0,PARQUE,AV. AVELLANEDA 3800,PARQUES
PLAZA GRAL. BENITO NAZAR,,3343.0,PARQUE,OLAYA,PLAZAS
PLAZA NORUEGA,,3124.0,PARQUE,CDAD. DE LA PAZ 2175,PLAZAS
PARQUE DE LA CIUDAD,,2962.0,PARQUE,AV. GRAL. FRANCISCO FERNANDEZ DE LA CRUZ 4000,PARQUES
PLAZA ALEMANIA,,2951.0,PARQUE,RAUL SCALABRINI ORTIZ 2602,PLAZAS
PARQUE LEONARDO PEREYRA,,2712.0,PARQUE,,PARQUES
PLAZA DE LOS PERIODISTAS,,2708.0,PARQUE,AV. NAZCA 900,PARQUES
UNIDAD LATINOAMERICANA,,2698.0,PARQUE,"C1175ACE, EL SALVADOR 4037",PLAZAS
PLAZA ROMA,,2698.0,PARQUE,AV. LEANDRO N. ALEM,PLAZAS
PLAZA REPUBLICA DEL PERU,,2650.0,PARQUE,,PLAZAS
PLAZA 25 DE AGOSTO,,2592.0,PARQUE,14 DE JULIO 1150,PLAZAS
PARQUE LA ISLA DE LA PATERNAL,,2561.0,PARQUE ESTATAL,,PARQUES
PLAZA REPUBLICA DEL PARAGUAY,,2457.0,PARQUE,PEÑA 2400,PLAZAS
PLAZA MITRE,,2451.0,PARQUE,AV. DEL LIBERTADOR,PARQUES
PARQUE ESPAÑA,,2388.0,PARQUE LOCAL,,PARQUES
PLAZA SAN MIGUEL DE GARICOITS,,2317.0,PARQUE,AV. ALVAREZ THOMAS 1231,PLAZAS
PLAZA PROVINCIA DE TUCUMAN,,2296.0,PARQUE,·,PLAZAS
PLAZA INTENDENTE TORCUATO DE ALVEAR,,2112.0,PARQUE,AV. PUEYRREDON,PLAZAS
PLAZA BARTOLOME MITRE,,2009.0,PARQUE,"1299,B1646DXK, JUAN N. MADERO 1199",PLAZAS
PLAZA RIGOLLEAU (PLAZA DE LOS BOMBEROS),,1827.0,PARQUE,"&, DIAGONAL LISANDRO DE LA TORRE",PLAZAS
PLAZA SARMIENTO,,1814.0,PARQUE,TUYUTI 6900,PARQUES
PLAZA FUERZA AEREA ARGENTINA,,1794.0,PARQUE,·,PLAZAS
PLAZA ALMIRANTE GONZALEZ FERNANDEZ,,1723.0,PARQUE,·,PLAZAS
PLAZA LEANDRO N. ALEM,,1719.0,PARQUE,GRAL. JOSE GERVASIO ARTIGAS,PARQUES
PLAZA LOS ANDES,,1692.0,PARQUE,AV. RIVADAVIA,PARQUES SEMI PUBLICO
PLAZA DEL VATICANO,,1688.0,PARQUE,·,PLAZAS
PLAZA REPUBLICA ORIENTAL DEL URUGUAY,,1651.0,PARQUE,RECOLETA,PLAZAS
PARQUE DE LA CIENCIA,,1545.0,PARQUE,AV. JUAN B. JUSTO 902-1000,PLAZAS
PLAZA SAN MARTIN DE TOURS,,1443.0,PARQUE,AV. ALVEAR 2136,PLAZAS
FERIA PARQUE LEZAMA,,1431.0,PARQUE,"C1165ABC, AV. MARTIN GARCIA 341-365",PLAZAS
PLAZA DE LAS ARMAS EJERCITO ARGENTINO,,1362.0,PARQUE,·,PLAZAS
PLAZA ALFEREZ JOSE MARIA SOBRAL,,1308.0,PARQUE,"2600, C1425DEW, JERONIMO SALGUERO 2502",PARQUES SEMI PUBLICO
PARQUE DE LA ESTACION,,1298.0,PARQUE,"PRES. TTE. GRAL. JUAN DOMINGO PERON 3326, B1613AUT",PARQUES
PLAZA DORREGO,,1284.0,PARQUE,"B1644BHO, ING WHITE 1199-1299",PLAZAS
PLAZA JUAN MANUEL DE ROSAS,,1271.0,PARQUE,"AV. 60, CASCO URBANO",PLAZAS
PARQUE DE LAS VICTORIAS,,1269.0,PARQUE,LARRAZABAL 4880-4950,PARQUES
PLAZA ISLAS MALVINAS,,1237.0,PARQUE,,PLAZAS
COSTANERA VICENTE LOPEZ,,1162.0,PARQUE,GRAL. JUAN LAVALLE 300,PARQUES
PLAZA GARAY,,1133.0,PARQUE LOCAL,AV. JUAN DE GARAY,PLAZAS
PLAZA REPUBLICA DE CHILE,,1128.0,PARQUE,"AV DEL LIBERTADOR, SANCHEZ DE BUSTAMANTE Y",PLAZAS
PLAZA PROVINCIA DE LA PAMPA,,1069.0,PARQUE NACIONAL,,PARQUES
PLAZA HIPOLITO YRIGOYEN,,1037.0,PARQUE ESTATAL,,PLAZAS
PLAZA VELASCO IBARRA,,1036.0,PARQUE,,PLAZAS
PLAZA LA VUELTA DE OBLIGADO,,1022.0,PARQUE,BRASIL 1900,PARQUES
PLAZA BOLIVIA,,978.0,PARQUE,AV. DEL LIBERTADOR,PLAZAS
"PARQUE DE FLORA NATIVA BENITO QUINQUELA MARTIN -PARQUE QUINQUELA, CALLE IRALA-",,942.0,PARQUE,"300 C1163ABF, IRALA 202",PARQUES SEMI PUBLICO
LA ESTACION - PARQUE MUNICIPAL MULTIPROPOSITO,,938.0,PARQUE,GRAL. GÜEMES 700,PLAZAS
PLAZA INGENIERO FELIX AGUILAR,,928.0,PARQUE,,PLAZAS
PLAZA JUAN FACUNDO QUIROGA,,905.0,PARQUE,,PARQUES
PLAZA SUIPACHA,,862.0,PARQUE,SUIPACHA 709,PLAZAS
PLAZA DR. ONESIMO LEGUIZAMON,,860.0,PARQUE,"C1440EXD, FRAGATA LA ARGENTINA 1502",PLAZAS
"PLAZA ""GRAL. JOSE DE SAN MARTIN""",,839.0,PARQUE,"1198,, ALMANDOZ 1100",PLAZAS
PLAZA NOBEL,,760.0,PARQUE ESTATAL,TURIN,PARQUES
PLAZA PROVINCIA DE MISIONES,,758.0,PARQUE,,PLAZAS
EL PATIO - DE VILLA DEL PARQUE -,,703.0,PARQUE LOCAL,TEODORO VILARDEBO 2359,PARQUES
PLAZA DR. JOSE C. PAZ,,679.0,PARQUE,PEPIRI,PARQUES
PLAZA REPUBLICA FEDERATIVA DEL BRASIL,,666.0,PARQUE,AZCUENAGA 1685,PARQUES SEMI PUBLICO
PARQUE SANTOJANNI,,654.0,PARQUE,"899, C1408GYQ, MURGUIONDO 801",PARQUES
ROSAS LIMBERTH - LA NUEVA,,654.0,PARQUE,OBISPO SAN ALBERTO 2612,PARQUES
PLAZA JUAN JOSE PASO,,653.0,PARQUE,"1400, C1426ALP, MOLDES 1302",PLAZAS
PARQUE ELCANO,,647.0,PARQUE,AV. ELCANO 4352-4390,PARQUES
PLAZA DOMINGO OLIVERA,,537.0,PARQUE,AV. OLIVERA,PLAZAS
PLAZA LOREA,,530.0,PARQUE,AV. DE MAYO & PRES. LUIS SAENZ PEÑA,PLAZAS
PLAZA ALFONSINA STORNI,,527.0,PARQUE,CONSTITUCION,PLAZAS
PLAZA SICILIA,,513.0,PARQUE,PALERMO,PLAZAS
PLAZA INT. JOAQUIN S. DE ANCHORENA,,505.0,PARQUE ESTATAL,·,PLAZAS
PLAZA PROVINCIA DE LA RIOJA,,493.0,PARQUE,,PLAZAS
PLAZA EVITA PERON,,492.0,PARQUE,AV. DEL LIBERTADOR 2600,PLAZAS
PLAZA LOS OLMOS,,482.0,PARQUE ESTATAL,·,PLAZAS
PLAZA INGENIERO JOSE ESTEVEZ,,481.0,PARQUE,·,PLAZAS
PARQUE GRAL. BELGRANO,,466.0,PARQUE ESTATAL,AV. TTE. GRAL. DONATO ALVAREZ,PLAZAS
PLAZA LOMA GRANDE,,466.0,PARQUE,"398 B1721EYF, VERDI 300",PLAZAS
PLAZA PAPPO NAPOLITANO,,447.0,PARQUE ESTATAL,·,PLAZAS
PARQUE SAN BENITO,,443.0,PARQUE,AV PRES. FIGUEROA ALCORTA 6700,PARQUES
PLAZA ALMIRANTE BROWN,,438.0,PARQUE,,PLAZAS
CANIL PLAZA IRLANDA,,429.0,PARQUE PARA PERROS,"C1406BOI, AV. TTE. GRAL. DONATO ALVAREZ 1001-1087",PLAZAS
PLAZA REPUBLICA ISLAMICA DE IRAN,,424.0,PARQUE,,PLAZAS
PLAZA CLEMENTE,,414.0,PARQUE,·,PLAZAS
PATIO SALGUERO,,399.0,PARQUE,JERONIMO SALGUERO 741,PATIOS
PLAZA DIAZ VELEZ,,398.0,PARQUE,·,PLAZAS
PLAZA UNIDAD NACIONAL,,392.0,PARQUE,DELFIN GALLO 5746,PARQUES
PLAZA DR. GIANANTONIO,,377.0,PARQUE,VILLA PUEYRREDON,PARQUES
PLAZA DE LOS COLEGIALES,,357.0,PARQUE,"C1426DBC, TTE. BENJAMIN MATIENZO 2901-2999",PLAZAS
PLAZA MARIANO MORENO,,331.0,PARQUE,AV. DE MAYO 1600-1500,PLAZAS
PARQUE PIONEROS DE LA ANTARTIDA,,324.0,PARQUE,ROGELIO YRURTIA 5601-5649,PARQUES
PLAZA HOLANDA,,317.0,PARQUE,"3649, AV. DEL LIBERTADOR 3601",PLAZAS
PARQUE JUAN PIÑEIRO:,,314.0,PARQUE ESTATAL,"B1826FNI, LOS PATOS 4297",PLAZAS
PLAZA BRIAN AGUINACO,,308.0,PARQUE,"C1406DVA, JUAN DEL CASTILLO 1305",PLAZAS
PLAZA REPUBLICA ARABE DE EGIPTO,,302.0,PARQUE,·,PLAZAS
PLAZA DE LA SHOA,,296.0,PARQUE,AV. DEL LIBERTADOR 3883,PLAZAS
PLAZA CONGRESALES DE TUCUMAN,,286.0,PARQUE,DIAGONAL 69 DOCTOR ALEU 3065,PLAZAS
PLAZA REPUBLICA DEL ECUADOR,,276.0,PARQUE,,PLAZAS
PLAZA ELCANO,,276.0,PARQUE,AV. ELCANO 4352-4634,PLAZAS
PLAZA DEL BICENTENARIO,,255.0,PARQUE,NAHUEL HUAPI 6499-6581,PLAZAS
PLAZA RAUL GONZALEZ TUÑON,,251.0,PARQUE,·,PLAZAS
PLAZA LOLA MORA,,230.0,PARQUE,·,PLAZAS
PARQUE AGRONOMIA,,224.0,PARQUE ESTATAL,TINOGASTA 2400,PARQUES SEMI PUBLICO
PLAZA ALFONSO R. CASTELAO,,224.0,PARQUE,CONSTITUCION,PLAZAS
PLAZA MUJICA LAINEZ,,219.0,PARQUE,VICENTE LOPEZ,PLAZAS
PLAZA RIVADAVIA I,,213.0,PARQUE,,PLAZAS
PLAZA SAN NICOLAS,,211.0,PARQUE,,PLAZAS
PLAZA PARQUE ALVEAR,,204.0,PARQUE,·,PLAZAS
PLAZA ANTOINE SAINT-EXUPERY,,192.0,PARQUE,,PLAZAS
PARQUE MANZANA66,,190.0,PARQUE ESTATAL,"AV. BELGRANO 2801-2875, C1209AAA",PARQUES
TUNEL BAJO NIVEL AV DE LOS CONSTITUYENTES,,188.0,PARQUE,AV. DE LOS CONSTITUYENTES 4955,PARQUES
PLAZA PRESIDENTE JUAN DOMINGO PERON,,184.0,PARQUE,"C1063ACQ, AV. PASEO COLON 330-374",PARQUES
BARRIO LOS ANDES,,184.0,PARQUE ECOLOGICO,"C1427EMG, LEIVA 4243",PLAZAS
RESERVA ECOLOGICA LAGO LUGANO,,180.0,PARQUE ECOLOGICO,,PARQUES
PQUE. NATURAL LAGO LUGANO,,180.0,,,
PLAZA EVA PERON,,164.0,PARQUE,ISLAS MALVINAS 164-165,PARQUES
ENTRADA ANDONAEGUI PARQUE SARMIENTO,,161.0,PARQUE,ANDONAEGUI 3851,PARQUES
PLAZA FRANCISCO SICARDI,,155.0,PARQUE,GREGORIO DE LAFERRERE 2513,PLAZAS
PLAZA GUILLERMO Y ALFREDO BARBIERI,,153.0,PARQUE ESTATAL,"FEI, LUNA 301-317",PLAZAS
PLAZA ITALIA,,153.0,PARQUE,"INTERSECCION BORGES, AV. SANTA FE 4100",PLAZAS
PARQUE GRAL. PAZ SM,,148.0,PARQUE,AIZPURUA 3695,PARQUES
PLAZA FRAY MOCHO,,145.0,PARQUE,,PLAZAS
YMCA PARQUE,,135.0,PARQUE,AV. LAFUENTE 2480,PARQUES
PLAZA IBERA Y O'HIGGINS,,133.0,PARQUE,O'HIGGINS 3100-3002,PLAZAS
EMAD PARQUE AVELLANEDA,,124.0,PARQUE,ACCESO PRIVADO DENTRO DEL PARQUE CAMINO PARA PERSONAL DEL PEAJE AVELLANEDA.,PARQUES
PARQUE NARANJO EN FLOR,,123.0,PARQUE,AV. PARQUE ROBERTO GOYENECHE 3601-3649,PARQUES
PARQUE COLON,,118.0,PARQUE,,PARQUES
PLAZA RUBEN DARIO,,116.0,PARQUE LOCAL,"2800 C1425CKR, AV. PRES. FIGUEROA ALCORTA 2302",PLAZAS
PLAZA PROVINCIA DE SAN LUIS,,115.0,PARQUE,,PLAZAS
PLAZA ROSARIO VERA PEÑALOZA,,113.0,PARQUE,·,PLAZAS
NUEVA FREE,,106.0,PARQUE,OBISPO SAN ALBERTO 2614-2690,PARQUES
PLAZA DEL LECTOR,,101.0,PARQUE,·,PLAZAS
EXPRESO ALEGRIA TREN PARQUE AVELLANEDA,,98.0,PARQUE,ACCESO PRIVADO DENTRO DEL PARQUE CAMINO PARA PERSONAL DEL PEAJE AVELLANEDA. 202,PARQUES
PLAZA MAESTRO QUINQUELA,,96.0,PARQUE,·,PLAZAS
PLAZA JUAN TRONCONI,,94.0,PARQUE,AV. DEL BARCO CENTENERA 3412,PARQUES
PLAZA REPUBLICA DE PAKISTAN,,90.0,PARQUE,,PLAZAS
PARQUE JOSE EVARISTO URIBURU,,86.0,PARQUE,PEPIRI Y PROF. DR. PEDRO CHUTRO,PARQUES
PLAZA PORTUGAL,,85.0,PARQUE,·,PLAZAS
PLAZA DE LA USINA,,85.0,PARQUE,·,PLAZAS
PLAZA DANTE,,83.0,PARQUE,AV. DEL LIBERTADOR Y PUEYRREDON,PLAZAS
PLAZA DE PARQUE LAVIN,,77.0,PARQUE,"EOL, SAN CAYETANO 2422",PLAZAS
PLAZA PROVINCIA DE FORMOSA,,73.0,PARQUE,BERNARDO DE IRIGOYEN 248,PLAZAS
PLAZA CARLOS JAUREGUI,,72.0,PARQUE,,PLAZAS
ROSEDAL PARQUE CHACABUCO,,69.0,PARQUE,AU 25 DE MAYO,PARQUES
LUNA Y LOS PATOS,,68.0,PARQUE ESTATAL,·,PLAZAS
PATIO PORTEÑO BARRACAS,,67.0,PARQUE,"ACA, PINZON 1293",PATIOS
PLAZA,,67.0,PARQUE ESTATAL,·,PLAZAS
PLAZA TOCHI,,63.0,PARQUE,,PLAZAS
PATIO DE JUEGOS SARGENTO CABRAL,,62.0,PARQUE,·,PATIOS
PLAZA FENIA CHERTKOFF,,57.0,PARQUE,JUANA MANSO 2-100,PLAZAS
PLAZA PROVINCIA DE CHACO,,55.0,PARQUE,·,PLAZAS
PLAZA VIRREY VERTIZ,,51.0,PARQUE,HERRERA 602-800,PLAZAS
CLUB SOCIAL PARQUE,,42.0,PARQUE,NOGOYA 5014,PARQUES
SKATEPARK VILLA DEL PARQUE,,42.0,PARQUE,"3500, SAN NICOLAS 3352",PARQUES
PLAZA PAYSANDU,,39.0,PARQUE,"C1405ANC, PAYSANDU 567-599",PATIOS
PARQUE DE JUEGOS MILLAN,,38.0,PARQUE,"B1824HHI, CNEL. MILLAN 4001-4099",PARQUES
PLAZA ISRAEL,,37.0,PARQUE,"C1426CBS, AV. PRES. FIGUEROA ALCORTA 5584-5690",PLAZAS
CANCHA DE BASQUET PLAZA IRLANDA,,36.0,PARQUE,"C1406BOH, AV. TTE. GRAL. DONATO ALVAREZ 901-983",PLAZAS
EL PATIO,,35.0,CENTRO DE RECREO,ARREGUI 3425-3449,PATIOS
PATIO DE JUEGOS CINCO ESQUINAS,,29.0,PARQUE,·,PATIOS
PATIO ANDALUZ,,25.0,PARQUE LOCAL,PALERMO,PATIOS
PLAZA JAIME YANKELEVICH,,25.0,PARQUE,"C1287ACC, PINZON 1301-1395",PATIOS
PLAZA RAMON G. FERNANDEZ,,21.0,PARQUE,AV. INFANTA ISABEL 410,PLAZAS
PLAZA FEDERACION RUSA,,20.0,PARQUE,·,PLAZAS
CANTERO CENTRAL FRANCISCO BILBAO,,17.0,PARQUE,"C1406EVA, PILLADO 711",CANTEROS
PLAZA CARLOS GARDEL,,15.0,PARQUE,AV. EVA PERON 1692-1700,PLAZAS
PLAZA PIERRE DE COUBERTIN,,14.0,PARQUE,·,PLAZAS
PLAZA BELGICA,,13.0,PARQUE,"C1425CKX, AV. PRES. FIGUEROA ALCORTA 3102-3200",PLAZAS
PATIO DE JUEGOS,,11.0,PARQUE,UNNAMED ROAD,PATIOS
PLAZA CONCEPCION DEL ALTO DE SAN PEDRO,,11.0,PARQUE,AV. 9 DE JULIO,PLAZAS
PLAZA PARA PERROS,,10.0,PARQUE PARA PERROS,PALERMO,PLAZAS
PARQUE DEL BAJO,,9.0,PARQUE LOCAL,,PARQUES
PLAZA LIBRES DEL SUD,,9.0,PARQUE,AV. PRES. FIGUEROA ALCORTA 2901,PLAZAS
PLAZA URIBURU,,8.0,PARQUE,·,PLAZAS
NODO LIBERTADOR,,7.0,PARQUE,BELGRANO,PLAZAS
PARQUE MADERO,,6.0,PARQUE,,PARQUES
PLAZA BOMBEROS VOLUNTARIOS DE LA BOCA,,6.0,PARQUE,·,PLAZAS
PLAZA ISIDORO RUIZ MORENO,,6.0,PARQUE,·,PLAZAS
PARQUE PUERTO MADERO,,5.0,PARQUE,,PARQUES
PARQUE DE JUEGOS,,4.0,PARQUE,"B1826FBU, ALFREDO LORENZO PALACIOS 2925",PARQUES
PLAZA SALDIAS,,4.0,PARQUE ESTATAL,PADRE CARLOS MUGICA 3001,PLAZAS
PLAZA NACIONES UNIDAS,,4.0,PARQUE,·,PLAZAS
MONUMENTO A ALBERDI,,4.0,PARQUE ESTATAL,,PLAZAS
PATIO DE LAS PALMERAS,,3.0,PARQUE,·,PATIOS
PATIO CERVIÑO,,3.0,PARQUE,AV. CERVIÑO 3401-3485,PATIOS
PARQUE PLAZA,,3.0,PARQUE,AV. DON PEDRO DE MENDOZA 301,PLAZAS
PLAZA DE LA MEMORIA,,3.0,PARQUE ESTATAL,AV. BOEDO 244,PLAZAS
PLAZOLETA LAS NEREIDAS,,3.0,PARQUE,AV. DR. TRISTAN ACHAVAL RODRIGUEZ 1401,PLAZAS
PLAZA Y CANILES,,2.0,PARQUE LOCAL,"ADC, SARANDI 1323",PATIOS
PLAZA REPUBLICA DE HAITI,,2.0,PARQUE,AV. DORREGO 3625-3699,PLAZAS
PLAZA CNEL. TORIBIO TEDIN,,2.0,PARQUE,AU PRES. ARTURO UMBERTO ILLIA 80,PLAZAS
PLAZA 11 DE NOVIEMBRE,,2.0,PARQUE,SANCHEZ DE BUSTAMANTE 2505,PLAZAS
CANTERO CENTRAL CARLOS GONZALEZ PECOTCHE,,1.0,PARQUE ESTATAL,AV ITALIA,CANTEROS
PARQUE VERDE,,1.0,PARQUE,,PARQUES
PARQUE DEPORTIVO JORGE NEWBERY,,1.0,PARQUE,AV. PRES. FIGUEROA ALCORTA 3801-3899,PARQUES
PARQUE TOSCANERAS,,1.0,PARQUE,"VIRGILIO, JOSE PEDRO VARELA Y",PARQUES
PATIO ISLAS MALVINAS,,1.0,PARQUE ECOLOGICO,,PATIOS
PATIO DEL ABASTO,,1.0,PARQUE,SANCHEZ DE BUSTAMANTE 759,PATIOS
PLAZA DE LAS DUNAS,,1.0,PARQUE,JULIETA LANTERI 1500,PLAZAS
CANTERO CENTRAL JUANA MANSO,,,PARQUE,,CANTEROS
PLAZA NUESTRA SEÑORA DE LAS NIEVES,,,PARQUE,"C1106AEB, AV. ROSALES 117-199",PLAZAS
PLAZOLETA (HERMITA NTRA SRA DEL ROSARIO),,,PARQUE,DIAGONAL 103,PLAZOLETAS
BALNEARIO SUD,,,,,
BARRIO MUNICIPAL SOLDATI,,,,,
PASEO DE LAS AMERICAS,,,,,
,,,,,
PLAZA BARRIO MARCELO T DE ALVEAR,,,,,
HECTOR OESTERHELD,,,,,
MAYOR BERNARDO ALBERTE,,,,,
ARMANDO TEJADA GOMEZ,,,,,
PLAZA FEDERACION DE RUSIA,,,,,
PLAZA BARRIO GRAL MANUEL SAVIO,,,,,
M. A. DE PAZ Y FIGUEROA,,,,,
PLAZA ING. ESTEVEZ,,,,,
EL CAMPITO,,,,,
GRAL. JOSE A. PAEZ,,,,,
PASEO DE LA CHACARITA DE LOS COLEGIALES,,,,,
PLAZA NICOLAS GRANADA,,,,,
PCIA. DE CORDOBA,,,,,
PLAZA BOSQUE HOMENAJE A LAS VICTIMAS DE CROMAÑON,,,,,
JOSE E. AGÜERO,,,,,
GRAL. A. J. SUCRE,,,,,
FORJA,,,,,
